time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dx	dy	dz	dxd	dyd	dzd	dxNED	dyNED	dzNED	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	gravity
21.0844	0.0329145	-0.186398	224	3	2436	-113	-0.068252	-0.0730596	-0.209091	-0.0655547	0.0916199	-0.244019	-3.3404	-0.0329145	0.186398	0.068252	0.0730596	0.209091	0	0	0	0.0655951	0.081773	0.206701	0.016057	-0.0169297	0.0755496	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.0937	0.0329145	-0.186398	224	-47	2486	-113	-0.068252	-0.0730596	-0.209091	-0.0661879	0.0909422	-0.245958	-3.3404	-0.0329145	0.186398	0.068252	0.0730596	0.209091	0	0	0	0.0655951	0.081773	0.206701	0.0158825	-0.0169297	0.0755496	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1036	0.0329145	-0.186398	224	-58	2536	-113	-0.068252	-0.0730596	-0.209091	-0.0668668	0.0902154	-0.248038	-3.3404	-0.0329145	0.186398	0.068252	0.0730596	0.209091	0	0	0	0.0655951	0.081773	0.206701	0.0155334	-0.0164061	0.0755496	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1073	0.0332306	-0.191278	214	-8	2586	-114	-0.0570555	0.0729322	-0.364611	-0.0670763	0.0904832	-0.249377	-3.33556	-0.0332306	0.191278	0.0570555	-0.0729322	0.364611	0	0	0	0.0676638	-0.0619493	0.364828	0.0155334	-0.0164061	0.0765232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1137	0.0332306	-0.191278	214	42	2636	-114	-0.0570555	0.0729322	-0.364611	-0.0674393	0.0909473	-0.251697	-3.33556	-0.0332306	0.191278	0.0570555	-0.0729322	0.364611	0	0	0	0.0676638	-0.0619493	0.364828	0.0151844	-0.0164061	0.0765232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1237	0.0332306	-0.191278	214	61	2686	-114	-0.0570555	0.0729322	-0.364611	-0.0680143	0.0916822	-0.255371	-3.33556	-0.0332306	0.191278	0.0570555	-0.0729322	0.364611	0	0	0	0.0676638	-0.0619493	0.364828	0.0153589	-0.015708	0.0765232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1336	0.0332306	-0.191278	214	61	2736	-114	-0.0570555	0.0729322	-0.364611	-0.0685787	0.0924038	-0.258978	-3.33556	-0.0332306	0.191278	0.0570555	-0.0729322	0.364611	0	0	0	0.0676638	-0.0619493	0.364828	0.0155334	-0.0146608	0.0765232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1437	0.0332306	-0.191278	214	61	2761	-114	-0.0570555	0.0729322	-0.364611	-0.0691527	0.0931375	-0.262646	-3.33556	-0.0332306	0.191278	0.0570555	-0.0729322	0.364611	0	0	0	0.0676638	-0.0619493	0.364828	0.0158825	-0.0125664	0.0765232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1455	0.0277324	-0.200975	227	11	2763	-113	-0.0725661	-0.13375	-0.367737	-0.0692846	0.0928944	-0.263314	-3.33402	-0.0277324	0.200975	0.0725661	0.13375	0.367737	0	0	0	0.0676638	0.1439	0.364828	0.0158825	-0.0125664	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1536	0.0277324	-0.200975	227	-39	2763	-113	-0.0725661	-0.13375	-0.367737	-0.0698729	0.0918101	-0.266296	-3.33402	-0.0277324	0.200975	0.0725661	0.13375	0.367737	0	0	0	0.0676638	0.1439	0.364828	0.0162316	-0.0102974	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1637	0.0277324	-0.200975	227	-89	2763	-113	-0.0725661	-0.13375	-0.367737	-0.0706033	0.0904638	-0.269997	-3.33402	-0.0277324	0.200975	0.0725661	0.13375	0.367737	0	0	0	0.0676638	0.1439	0.364828	0.0165806	-0.00907571	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1736	0.0277324	-0.200975	227	-108	2763	-113	-0.0725661	-0.13375	-0.367737	-0.0713256	0.0891324	-0.273658	-3.33402	-0.0277324	0.200975	0.0725661	0.13375	0.367737	0	0	0	0.0676638	0.1439	0.364828	0.0167552	-0.00855211	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1789	0.0277324	-0.200975	217	-58	2713	-113	-0.060124	-0.0337972	-0.136842	-0.0716403	0.0889556	-0.274374	-3.3318	-0.0277324	0.200975	0.060124	0.0337972	0.136842	0	0	0	0.0595752	0.0395929	0.135522	0.0167552	-0.00855211	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1837	0.0277324	-0.200975	217	-26	2663	-113	-0.060124	-0.0337972	-0.136842	-0.0719282	0.0887937	-0.275029	-3.3318	-0.0277324	0.200975	0.060124	0.0337972	0.136842	0	0	0	0.0595752	0.0395929	0.135522	0.0167552	-0.00785398	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.1937	0.0277324	-0.200975	217	-26	2624	-113	-0.060124	-0.0337972	-0.136842	-0.0725296	0.0884557	-0.276398	-3.3318	-0.0277324	0.200975	0.060124	0.0337972	0.136842	0	0	0	0.0595752	0.0395929	0.135522	0.0169297	-0.00733038	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2036	0.0277324	-0.200975	217	-26	2624	-113	-0.060124	-0.0337972	-0.136842	-0.0731281	0.0881192	-0.27776	-3.3318	-0.0277324	0.200975	0.060124	0.0337972	0.136842	0	0	0	0.0595752	0.0395929	0.135522	0.0167552	-0.00610865	0.0758252	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2099	0.0264116	-0.200853	223	-76	2625	-113	-0.0677346	-0.134324	-0.137499	-0.0735552	0.0872723	-0.278627	-3.32982	-0.0264116	0.200853	0.0677346	0.134324	0.137499	0	0	0	0.0595752	0.140077	0.135522	0.0167552	-0.00610865	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2137	0.0264116	-0.200853	223	-108	2625	-113	-0.0677346	-0.134324	-0.137499	-0.073809	0.0867689	-0.279142	-3.32982	-0.0264116	0.200853	0.0677346	0.134324	0.137499	0	0	0	0.0595752	0.140077	0.135522	0.0169297	-0.00541052	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2237	0.0264116	-0.200853	223	-108	2625	-113	-0.0677346	-0.134324	-0.137499	-0.0744877	0.085423	-0.28052	-3.32982	-0.0264116	0.200853	0.0677346	0.134324	0.137499	0	0	0	0.0595752	0.140077	0.135522	0.0167552	-0.00383972	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2336	0.0264116	-0.200853	223	-108	2625	-113	-0.0677346	-0.134324	-0.137499	-0.0751614	0.0840871	-0.281888	-3.32982	-0.0264116	0.200853	0.0677346	0.134324	0.137499	0	0	0	0.0595752	0.140077	0.135522	0.0167552	-0.00314159	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2436	0.0264116	-0.200853	223	-108	2625	-113	-0.0677346	-0.134324	-0.137499	-0.0758373	0.0827466	-0.28326	-3.32982	-0.0264116	0.200853	0.0677346	0.134324	0.137499	0	0	0	0.0595752	0.140077	0.135522	0.0169297	-0.00366519	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2438	0.0261924	-0.192777	258	-58	2575	-113	-0.108591	-0.032628	0.236118	-0.075861	0.0827394	-0.283208	-3.32517	-0.0261924	0.192777	0.108591	0.032628	-0.236118	0	0	0	0.10187	0.0395929	-0.238041	0.0169297	-0.00366519	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2537	0.0261924	-0.192777	258	-25	2525	-113	-0.108591	-0.032628	0.236118	-0.0769314	0.0824178	-0.280881	-3.32517	-0.0261924	0.192777	0.108591	0.032628	-0.236118	0	0	0	0.10187	0.0395929	-0.238041	0.0169297	-0.00401426	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2636	0.0261924	-0.192777	258	-25	2475	-113	-0.108591	-0.032628	0.236118	-0.0780115	0.0820933	-0.278532	-3.32517	-0.0261924	0.192777	0.108591	0.032628	-0.236118	0	0	0	0.10187	0.0395929	-0.238041	0.0171042	-0.00488692	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2737	0.0261924	-0.192777	258	-25	2425	-113	-0.108591	-0.032628	0.236118	-0.0791004	0.0817661	-0.276165	-3.32517	-0.0261924	0.192777	0.108591	0.032628	-0.236118	0	0	0	0.10187	0.0395929	-0.238041	0.0169297	-0.00541052	0.075824	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2796	0.0220636	-0.192777	262	-75	2475	-112	-0.112831	-0.13223	0.0400449	-0.0797649	0.0809874	-0.275929	-3.32172	-0.0220636	0.192777	0.112831	0.13223	-0.0400449	0	0	0	0.10187	0.140077	-0.042664	0.0169297	-0.00541052	0.0753447	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2836	0.0220636	-0.192777	262	-107	2518	-112	-0.112831	-0.13223	0.0400449	-0.0802238	0.0804496	-0.275766	-3.32172	-0.0220636	0.192777	0.112831	0.13223	-0.0400449	0	0	0	0.10187	0.140077	-0.042664	0.0171042	-0.00593412	0.0753447	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.2937	0.0220636	-0.192777	262	-107	2518	-112	-0.112831	-0.13223	0.0400449	-0.0813644	0.0791129	-0.275361	-3.32172	-0.0220636	0.192777	0.112831	0.13223	-0.0400449	0	0	0	0.10187	0.140077	-0.042664	0.0172788	-0.00610865	0.0753447	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3036	0.0220636	-0.192777	262	-107	2518	-112	-0.112831	-0.13223	0.0400449	-0.0824817	0.0778035	-0.274965	-3.32172	-0.0220636	0.192777	0.112831	0.13223	-0.0400449	0	0	0	0.10187	0.140077	-0.042664	0.0178024	-0.00733038	0.0753447	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3074	0.0184041	-0.192777	226	-57	2517	-113	-0.0702959	-0.00983068	0.0413483	-0.082744	0.0777668	-0.27481	-3.31927	-0.0184041	0.192777	0.0702959	0.00983068	-0.0413483	0	0	0	0.0686284	0.0147567	-0.042664	0.0178024	-0.00733038	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3137	0.0184041	-0.192777	226	-7	2517	-113	-0.0702959	-0.00983068	0.0413483	-0.0831865	0.0777049	-0.27455	-3.31927	-0.0184041	0.192777	0.0702959	0.00983068	-0.0413483	0	0	0	0.0686284	0.0147567	-0.042664	0.018326	-0.00855211	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3237	0.0184041	-0.192777	226	-6	2517	-113	-0.0702959	-0.00983068	0.0413483	-0.0838898	0.0776065	-0.274136	-3.31927	-0.0184041	0.192777	0.0702959	0.00983068	-0.0413483	0	0	0	0.0686284	0.0147567	-0.042664	0.018675	-0.00925025	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3336	0.0184041	-0.192777	226	-6	2517	-113	-0.0702959	-0.00983068	0.0413483	-0.08459	0.0775086	-0.273725	-3.31927	-0.0184041	0.192777	0.0702959	0.00983068	-0.0413483	0	0	0	0.0686284	0.0147567	-0.042664	0.0193732	-0.00994838	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3417	0.0184041	-0.193385	222	-7	2517	-113	-0.0660283	-0.0102671	0.0412926	-0.0851216	0.077426	-0.273392	-3.31748	-0.0184041	0.193385	0.0660283	0.0102671	-0.0412926	0	0	0	0.0642826	0.0147567	-0.042664	0.0193732	-0.00994838	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3437	0.0184041	-0.193385	222	-7	2517	-113	-0.0660283	-0.0102671	0.0412926	-0.0852543	0.0774053	-0.273309	-3.31748	-0.0184041	0.193385	0.0660283	0.0102671	-0.0412926	0	0	0	0.0642826	0.0147567	-0.042664	0.0205949	-0.0101229	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3537	0.0184041	-0.193385	222	-7	2517	-113	-0.0660283	-0.0102671	0.0412926	-0.0859132	0.0773029	-0.272897	-3.31748	-0.0184041	0.193385	0.0660283	0.0102671	-0.0412926	0	0	0	0.0642826	0.0147567	-0.042664	0.0216421	-0.0102974	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3637	0.0184041	-0.193385	222	-7	2517	-113	-0.0660283	-0.0102671	0.0412926	-0.0865745	0.0772	-0.272483	-3.31748	-0.0184041	0.193385	0.0660283	0.0102671	-0.0412926	0	0	0	0.0642826	0.0147567	-0.042664	0.0219911	-0.0106465	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3736	0.0184041	-0.193385	222	-7	2517	-113	-0.0660283	-0.0102671	0.0412926	-0.0872309	0.077098	-0.272073	-3.31748	-0.0184041	0.193385	0.0660283	0.0102671	-0.0412926	0	0	0	0.0642826	0.0147567	-0.042664	0.0226893	-0.0116937	0.0756559	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.378	0.0261197	-0.19958	218	-5	2567	-117	-0.0613592	-0.00766533	-0.171904	-0.087501	0.0770642	-0.27283	-3.31658	-0.0261197	0.19958	0.0613592	0.00766533	0.171904	0	0	0	0.0642826	0.0147567	0.170366	0.0226893	-0.0116937	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3837	0.0261197	-0.19958	218	-5	2617	-117	-0.0613592	-0.00766533	-0.171904	-0.087847	0.077021	-0.273799	-3.31658	-0.0261197	0.19958	0.0613592	0.00766533	0.171904	0	0	0	0.0642826	0.0147567	0.170366	0.0232129	-0.0127409	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.3937	0.0261197	-0.19958	218	-5	2645	-117	-0.0613592	-0.00766533	-0.171904	-0.0884609	0.0769443	-0.275519	-3.31658	-0.0261197	0.19958	0.0613592	0.00766533	0.171904	0	0	0	0.0642826	0.0147567	0.170366	0.0232129	-0.0129154	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4037	0.0261197	-0.19958	218	-5	2645	-117	-0.0613592	-0.00766533	-0.171904	-0.0890738	0.0768677	-0.277236	-3.31658	-0.0261197	0.19958	0.0613592	0.00766533	0.171904	0	0	0	0.0642826	0.0147567	0.170366	0.0232129	-0.0127409	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4065	0.0261197	-0.19958	197	-55	2595	-117	-0.0361379	-0.144833	-0.0643138	-0.0891778	0.0764509	-0.277421	-3.31314	-0.0261197	0.19958	0.0361379	0.144833	0.0643138	0	0	0	0.0260519	0.148137	0.0616077	0.0232129	-0.0127409	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4137	0.0261197	-0.19958	197	-105	2581	-117	-0.0361379	-0.144833	-0.0643138	-0.089436	0.0754159	-0.277881	-3.31314	-0.0261197	0.19958	0.0361379	0.144833	0.0643138	0	0	0	0.0260519	0.148137	0.0616077	0.0228638	-0.0122173	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4237	0.0261197	-0.19958	197	-117	2581	-117	-0.0361379	-0.144833	-0.0643138	-0.0897982	0.0739643	-0.278525	-3.31314	-0.0261197	0.19958	0.0361379	0.144833	0.0643138	0	0	0	0.0260519	0.148137	0.0616077	0.0226893	-0.0116937	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4336	0.0261197	-0.19958	197	-117	2581	-117	-0.0361379	-0.144833	-0.0643138	-0.0901573	0.0725254	-0.279164	-3.31314	-0.0261197	0.19958	0.0361379	0.144833	0.0643138	0	0	0	0.0260519	0.148137	0.0616077	0.0226893	-0.0116937	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4427	0.0261197	-0.201336	197	-116	2631	-117	-0.0365882	-0.143401	-0.172929	-0.0904891	0.0712247	-0.280733	-3.31262	-0.0261197	0.201336	0.0365882	0.143401	0.172929	0	0	0	0.0289465	0.148137	0.170366	0.0226893	-0.0116937	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4437	0.0261197	-0.201336	197	-116	2646	-117	-0.0365882	-0.143401	-0.172929	-0.0905246	0.0710858	-0.2809	-3.31262	-0.0261197	0.201336	0.0365882	0.143401	0.172929	0	0	0	0.0289465	0.148137	0.170366	0.0226893	-0.0113446	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4536	0.0261197	-0.201336	197	-116	2646	-117	-0.0365882	-0.143401	-0.172929	-0.0908886	0.0696592	-0.282621	-3.31262	-0.0261197	0.201336	0.0365882	0.143401	0.172929	0	0	0	0.0289465	0.148137	0.170366	0.0225147	-0.010821	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4636	0.0261197	-0.201336	197	-116	2646	-117	-0.0365882	-0.143401	-0.172929	-0.0912542	0.0682262	-0.284349	-3.31262	-0.0261197	0.201336	0.0365882	0.143401	0.172929	0	0	0	0.0289465	0.148137	0.170366	0.0225147	-0.0102974	0.0784283	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.473	0.0237142	-0.203925	195	-66	2596	-118	-0.0338837	-0.0778764	-0.0631916	-0.0915704	0.0674993	-0.284938	-3.31158	-0.0237142	0.203925	0.0338837	0.0778764	0.0631916	0	0	0	0.0289465	0.0810716	0.0616077	0.0225147	-0.0102974	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4737	0.0237142	-0.203925	195	-62	2580	-118	-0.0338837	-0.0778764	-0.0631916	-0.0915944	0.0674443	-0.284983	-3.31158	-0.0237142	0.203925	0.0338837	0.0778764	0.0631916	0	0	0	0.0289465	0.0810716	0.0616077	0.0225147	-0.00994838	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4837	0.0237142	-0.203925	195	-62	2580	-118	-0.0338837	-0.0778764	-0.0631916	-0.0919332	0.0666657	-0.285615	-3.31158	-0.0237142	0.203925	0.0338837	0.0778764	0.0631916	0	0	0	0.0289465	0.0810716	0.0616077	0.0226893	-0.00994838	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.4937	0.0237142	-0.203925	195	-62	2580	-118	-0.0338837	-0.0778764	-0.0631916	-0.0922724	0.065886	-0.286248	-3.31158	-0.0237142	0.203925	0.0338837	0.0778764	0.0631916	0	0	0	0.0289465	0.0810716	0.0616077	0.0223402	-0.0102974	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5036	0.0237142	-0.203925	195	-62	2580	-118	-0.0338837	-0.0778764	-0.0631916	-0.0926097	0.0651108	-0.286877	-3.31158	-0.0237142	0.203925	0.0338837	0.0778764	0.0631916	0	0	0	0.0289465	0.0810716	0.0616077	0.0214675	-0.0109956	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5065	0.0237142	-0.208266	227	-48	2630	-118	-0.0723546	-0.0597786	-0.193879	-0.0928147	0.0649414	-0.287426	-3.30658	-0.0237142	0.208266	0.0723546	0.0597786	0.193879	0	0	0	0.0713394	0.0677728	0.191613	0.0214675	-0.0109956	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5137	0.0237142	-0.208266	227	-48	2659	-118	-0.0723546	-0.0597786	-0.193879	-0.0933393	0.064508	-0.288832	-3.30658	-0.0237142	0.208266	0.0723546	0.0597786	0.193879	0	0	0	0.0713394	0.0677728	0.191613	0.0204204	-0.0127409	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5237	0.0237142	-0.208266	228	-48	2659	-118	-0.0723546	-0.0597786	-0.193879	-0.0940635	0.0639096	-0.290772	-3.30658	-0.0237142	0.208266	0.0723546	0.0597786	0.193879	0	0	0	0.0713394	0.0677728	0.191613	0.0198968	-0.013439	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5337	0.0237142	-0.208266	228	-48	2659	-118	-0.0723546	-0.0597786	-0.193879	-0.0947827	0.0633154	-0.292699	-3.30658	-0.0237142	0.208266	0.0723546	0.0597786	0.193879	0	0	0	0.0713394	0.0677728	0.191613	0.0195477	-0.0150098	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5436	0.0237142	-0.208266	228	-48	2659	-118	-0.0723546	-0.0597786	-0.193879	-0.0955044	0.0627192	-0.294633	-3.30658	-0.0237142	0.208266	0.0723546	0.0597786	0.193879	0	0	0	0.0713394	0.0677728	0.191613	0.0191986	-0.0158825	0.0793232	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5444	0.0214429	-0.22403	235	-62	2609	-118	-0.0813355	-0.0769601	0.119383	-0.0955632	0.0626636	-0.294547	-3.30419	-0.0214429	0.22403	0.0813355	0.0769601	-0.119383	0	0	0	0.0728177	0.0810716	-0.122129	0.0191986	-0.0158825	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5536	0.0214429	-0.22403	235	-62	2559	-118	-0.0813355	-0.0769601	0.119383	-0.0963194	0.0619481	-0.293437	-3.30419	-0.0214429	0.22403	0.0813355	0.0769601	-0.119383	0	0	0	0.0728177	0.0810716	-0.122129	0.0190241	-0.0162316	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5636	0.0214429	-0.22403	235	-62	2509	-118	-0.0813355	-0.0769601	0.119383	-0.0971315	0.0611796	-0.292245	-3.30419	-0.0214429	0.22403	0.0813355	0.0769601	-0.119383	0	0	0	0.0728177	0.0810716	-0.122129	0.018675	-0.0162316	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5701	0.0200315	-0.228658	228	-46	2559	-118	-0.0726617	-0.0571791	-0.284994	-0.0976003	0.0608107	-0.294084	-3.30143	-0.0200315	0.228658	0.0726617	0.0571791	0.284994	0	0	0	0.0728177	0.0677728	0.282622	0.018675	-0.0162316	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5737	0.0200315	-0.228658	228	-46	2609	-118	-0.0726617	-0.0571791	-0.284994	-0.0978604	0.0606061	-0.295104	-3.30143	-0.0200315	0.228658	0.0726617	0.0571791	0.284994	0	0	0	0.0728177	0.0677728	0.282622	0.018326	-0.016057	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5836	0.0200315	-0.228658	228	-46	2659	-118	-0.0726617	-0.0571791	-0.284994	-0.0985855	0.0600354	-0.297948	-3.30143	-0.0200315	0.228658	0.0726617	0.0571791	0.284994	0	0	0	0.0728177	0.0677728	0.282622	0.018326	-0.016057	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.5938	0.0200315	-0.228658	228	-46	2709	-118	-0.0726617	-0.0571791	-0.284994	-0.099323	0.0594551	-0.30084	-3.30143	-0.0200315	0.228658	0.0726617	0.0571791	0.284994	0	0	0	0.0728177	0.0677728	0.282622	0.018326	-0.015708	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6037	0.0200315	-0.228658	228	-46	2714	-118	-0.0726617	-0.0571791	-0.284994	-0.10004	0.0588909	-0.303653	-3.30143	-0.0200315	0.228658	0.0726617	0.0571791	0.284994	0	0	0	0.0728177	0.0677728	0.282622	0.0185005	-0.0155334	0.0792247	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6085	0.0200315	-0.231303	223	4	2711	-119	-0.066377	0.152448	-0.281565	-0.100364	0.0596357	-0.305028	-3.29929	-0.0200315	0.231303	0.066377	-0.152448	0.281565	0	0	0	0.0831671	-0.14189	0.282622	0.0185005	-0.0155334	0.0796241	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6136	0.0200315	-0.231303	223	54	2712	-119	-0.066377	0.152448	-0.281565	-0.1007	0.0604062	-0.306451	-3.29929	-0.0200315	0.231303	0.066377	-0.152448	0.281565	0	0	0	0.0831671	-0.14189	0.282622	0.0185005	-0.0151844	0.0796241	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6236	0.0200315	-0.231303	223	104	2712	-119	-0.066377	0.152448	-0.281565	-0.101365	0.0619351	-0.309275	-3.29929	-0.0200315	0.231303	0.066377	-0.152448	0.281565	0	0	0	0.0831671	-0.14189	0.282622	0.018675	-0.0151844	0.0796241	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6336	0.0200315	-0.231303	223	125	2712	-119	-0.066377	0.152448	-0.281565	-0.102029	0.063458	-0.312088	-3.29929	-0.0200315	0.231303	0.066377	-0.152448	0.281565	0	0	0	0.0831671	-0.14189	0.282622	0.0190241	-0.0151844	0.0796241	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6365	0.0200315	-0.245267	222	125	2712	-119	-0.0662033	0.152362	-0.281652	-0.102222	0.0639023	-0.312909	-3.29517	-0.0200315	0.245267	0.0662033	-0.152362	0.281652	0	0	0	0.0831671	-0.14189	0.282622	0.0190241	-0.0151844	0.0797931	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6437	0.0200315	-0.245267	222	125	2712	-119	-0.0662033	0.152362	-0.281652	-0.102696	0.0649931	-0.314926	-3.29517	-0.0200315	0.245267	0.0662033	-0.152362	0.281652	0	0	0	0.0831671	-0.14189	0.282622	0.0190241	-0.0150098	0.0797931	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6537	0.0200315	-0.245267	222	125	2712	-119	-0.0662033	0.152362	-0.281652	-0.103359	0.0665202	-0.317749	-3.29517	-0.0200315	0.245267	0.0662033	-0.152362	0.281652	0	0	0	0.0831671	-0.14189	0.282622	0.018675	-0.0150098	0.0797931	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6636	0.0200315	-0.245267	222	125	2712	-119	-0.0662033	0.152362	-0.281652	-0.104016	0.0680325	-0.320544	-3.29517	-0.0200315	0.245267	0.0662033	-0.152362	0.281652	0	0	0	0.0831671	-0.14189	0.282622	0.0185005	-0.0150098	0.0797931	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
21.6736	0.0200315	-0.245267	222	125	2712	-119	-0.0662033	0.152362	-0.281652	-0.104677	0.0695528	-0.323355	-3.29517	-0.0200315	0.245267	0.0662033	-0.152362	0.281652	0	0	0	0.0831671	-0.14189	0.282622	0.018326	-0.0148353	0.0797931	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
