time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
1.96851	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.310698	0.181099	0.0134282	0.0959808	0.243055	0	0	0	-0.0645772	0.00977384	-0.013223	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.97725	0	0	0	0	0	0	0	0	0	0	0	0	-2.84222	-0.310162	0.176264	-0.0114858	0.0921499	-0.144479	0	0	0	-0.0645772	0.00977384	-0.0134564	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.97848	0	0	0	0	0	0	0	0	0	0	0	0	-2.84222	-0.310162	0.176264	-0.0114858	0.0921499	-0.144479	0	0	0	-0.0649262	0.00977384	-0.0134564	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.98848	0	0	0	0	0	0	0	0	0	0	0	0	-2.84222	-0.310162	0.176264	-0.0114858	0.0921499	-0.144479	0	0	0	-0.0651008	0.00959931	-0.0134564	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.9986	0	0	0	0	0	0	0	0	0	0	0	0	-2.84222	-0.310162	0.176264	-0.0114858	0.0921499	-0.144479	0	0	0	-0.0652753	0.00959931	-0.0134564	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.00847	0	0	0	0	0	0	0	0	0	0	0	0	-2.84222	-0.310162	0.176264	-0.0114858	0.0921499	-0.144479	0	0	0	-0.0654498	0.00942478	-0.0134564	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.00946	0	0	0	0	0	0	0	0	0	0	0	0	-2.84227	-0.307338	0.180432	0.00339401	0.0159046	0.129177	0	0	0	-0.0654498	0.00942478	-0.0145594	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.01847	0	0	0	0	0	0	0	0	0	0	0	0	-2.84227	-0.307338	0.180432	0.00339401	0.0159046	0.129177	0	0	0	-0.0656244	0.00942478	-0.0145594	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.02853	0	0	0	0	0	0	0	0	0	0	0	0	-2.84227	-0.307338	0.180432	0.00339401	0.0159046	0.129177	0	0	0	-0.0657989	0.00925025	-0.0145594	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.03851	0	0	0	0	0	0	0	0	0	0	0	0	-2.84227	-0.307338	0.180432	0.00339401	0.0159046	0.129177	0	0	0	-0.0657989	0.00925025	-0.0145594	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.0426	0	0	0	0	0	0	0	0	0	0	0	0	-2.84243	-0.303998	0.180432	-0.00424018	0.101035	0.032824	0	0	0	-0.0657989	0.00925025	-0.015814	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
