time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dx	dy	dz	dxd	dyd	dzd	dxk	dyk	dzk	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
55.6739	-0.658249	-0.780002	279	-7	2572	194	-0.109816	-0.00755126	-0.00727465	8.4631	-0.489907	-0.810229	-1.65589	0.0379752	0.778396	-1.62731	0.0380432	0.780002	0.751992	0.197795	0.0994768	0.309816	0.00755126	0.00727465	0.2	0	0	0.0155334	-0.0143117	-0.129708	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.6838	-0.662569	-0.780192	265	-10	2572	194	-0.0955118	-0.010157	-0.00758985	8.46215	-0.490008	-0.810304	-1.65589	0.0379752	0.778396	-1.62474	0.0376862	0.780192	0.718402	0.291821	0.115112	0.295512	0.010157	0.00758985	0.2	0	0	0.016057	-0.0139626	-0.129708	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.6863	-0.67376	-0.780495	276	-6	2572	193	-0.106994	-0.00618895	-0.0074212	8.46189	-0.490023	-0.810322	-1.63634	0.0328547	0.780351	-1.61782	0.0356064	0.780495	0.733393	-0.104523	0.0232193	0.306994	0.00618895	0.0074212	0.2	0	0	0.016057	-0.0139626	-0.129687	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.694	-0.682331	-0.780765	277	-4	2572	193	-0.107447	-0.00457451	-0.00769395	8.46107	-0.490058	-0.810382	-1.63634	0.0328547	0.780351	-1.61254	0.0339899	0.780765	0.740246	-0.00928823	0.0357621	0.307447	0.00457451	0.00769395	0.2	0	0	0.0171042	-0.0136136	-0.129687	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7039	-0.688587	-0.781016	270	-4	2572	193	-0.100828	-0.00440085	-0.00772465	8.46006	-0.490102	-0.810459	-1.63634	0.0328547	0.780351	-1.60873	0.0328481	0.781016	0.734486	0.085876	0.0498448	0.300828	0.00440085	0.00772465	0.2	0	0	0.0176278	-0.01309	-0.129687	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7138	-0.692845	-0.781255	259	-5	2572	193	-0.089232	-0.00561159	-0.00761289	8.45918	-0.490157	-0.810534	-1.63634	0.0328547	0.780351	-1.60616	0.0321621	0.781255	0.716223	0.179319	0.0648006	0.289232	0.00561159	0.00761289	0.2	0	0	0.0176278	-0.0129154	-0.129687	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.72	-0.707686	-0.781446	282	-5	2573	194	-0.112275	-0.00500056	-0.00778943	8.45849	-0.490188	-0.810582	-1.61118	0.0302753	0.780451	-1.59747	0.0304835	0.781446	0.732939	-0.104648	0.0494978	0.312275	0.00500056	0.00778943	0.2	0	0	0.0176278	-0.0129154	-0.129944	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7239	-0.719317	-0.781624	289	-5	2573	194	-0.119025	-0.00543164	-0.00782122	8.45803	-0.490209	-0.810612	-1.61118	0.0302753	0.780451	-1.59073	0.0292431	0.781624	0.739332	-0.00958887	0.0624226	0.319025	0.00543164	0.00782122	0.2	0	0	0.0176278	-0.0127409	-0.129944	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7339	-0.728017	-0.781798	285	-6	2573	194	-0.115162	-0.00674022	-0.00797164	8.45687	-0.490277	-0.810692	-1.61118	0.0302753	0.780451	-1.58576	0.028446	0.781798	0.733101	0.0853501	0.0766765	0.315162	0.00674022	0.00797164	0.2	0	0	0.0179769	-0.0123918	-0.129944	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7438	-0.734147	-0.781976	273	-8	2573	194	-0.103174	-0.00878876	-0.00811732	8.45585	-0.490364	-0.810773	-1.61118	0.0302753	0.780451	-1.58232	0.0280745	0.781976	0.714288	0.17851	0.0923435	0.303174	0.00878876	0.00811732	0.2	0	0	0.0188496	-0.0122173	-0.129944	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7495	-0.744887	-0.782167	276	-7	2572	204	-0.106276	-0.00774694	-0.00758856	8.45524	-0.490408	-0.810816	-1.59601	0.0254191	0.781632	-1.57608	0.0263865	0.782167	0.699406	-0.0702355	0.0180194	0.306276	0.00774694	0.00758856	0.2	0	0	0.0188496	-0.0122173	-0.136514	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7539	-0.752888	-0.78234	271	-6	2572	204	-0.101043	-0.00674951	-0.00729037	8.4548	-0.490438	-0.810848	-1.59601	0.0254191	0.781632	-1.57145	0.0251453	0.78234	0.701971	0.0252053	0.0320613	0.301043	0.00674951	0.00729037	0.2	0	0	0.0195477	-0.0123918	-0.136514	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7639	-0.758527	-0.782506	260	-7	2572	204	-0.0902502	-0.0071924	-0.00675603	8.4539	-0.490509	-0.810915	-1.59601	0.0254191	0.781632	-1.56823	0.0243527	0.782506	0.691259	0.119914	0.0469925	0.29025	0.0071924	0.00675603	0.2	0	0	0.0193732	-0.0127409	-0.136514	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7739	-0.762155	-0.78267	245	-8	2572	204	-0.075188	-0.00845934	-0.00592287	8.45314	-0.490595	-0.810975	-1.59601	0.0254191	0.781632	-1.5662	0.023987	0.78267	0.667525	0.211979	0.0624658	0.275188	0.00845934	0.00592287	0.2	0	0	0.0185005	-0.0146608	-0.136514	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7838	-0.764066	-0.782834	226	-10	2571	204	-0.0569461	-0.0105562	-0.0049392	8.45258	-0.490699	-0.811024	-1.59601	0.0254191	0.781632	-1.56518	0.0240108	0.782834	0.631318	0.299473	0.0786124	0.256946	0.0105562	0.0049392	0.2	0	0	0.0169297	-0.0181514	-0.136514	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7884	-0.773246	-0.782942	221	-7	2571	204	-0.0513969	-0.00769921	-0.00447024	8.45234	-0.490734	-0.811044	-1.57584	0.0254191	0.7818	-1.56008	0.0231711	0.782942	0.530527	-0.0937884	0.045211	0.251397	0.00769921	0.00447024	0.2	0	0	0.0169297	-0.0181514	-0.13688	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.7939	-0.77991	-0.783039	214	-6	2570	204	-0.0440564	-0.0065765	-0.00344277	8.4521	-0.490771	-0.811063	-1.57584	0.0254191	0.7818	-1.55641	0.022611	0.783039	0.537595	-0.0217107	0.0530961	0.244056	0.0065765	0.00344277	0.2	0	0	0.0155334	-0.0223402	-0.13688	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8039	-0.784578	-0.783126	203	-7	2570	204	-0.033011	-0.0070205	-0.00296256	8.45177	-0.490841	-0.811093	-1.57584	0.0254191	0.7818	-1.55388	0.0223364	0.783126	0.534672	0.0503943	0.0623326	0.233011	0.0070205	0.00296256	0.2	0	0	0.0150098	-0.0235619	-0.13688	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8139	-0.787599	-0.783215	188	-11	2570	204	-0.018157	-0.0111221	-0.00239893	8.45159	-0.490952	-0.811117	-1.57584	0.0254191	0.7818	-1.55229	0.0223505	0.783215	0.521861	0.121039	0.0728674	0.218157	0.0111221	0.00239893	0.2	0	0	0.0141372	-0.0258309	-0.13688	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8168	-0.801472	-0.783528	226	-12	2570	205	-0.0562972	-0.0121614	-0.00316067	8.45143	-0.490987	-0.811126	-1.55587	0.0183955	0.783773	-1.54461	0.0207013	0.783528	0.701523	-0.086011	0.0297595	0.256297	0.0121614	0.00316067	0.2	0	0	0.0141372	-0.0258309	-0.137498	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8239	-0.812888	-0.783811	240	-17	2570	205	-0.0707433	-0.0172613	-0.00363489	8.45093	-0.49111	-0.811152	-1.55587	0.0183955	0.783773	-1.53838	0.0194738	0.783811	0.706228	0.0099029	0.0395322	0.270743	0.0172613	0.00363489	0.2	0	0	0.013439	-0.0267035	-0.137498	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8339	-0.821734	-0.784076	243	-22	2571	205	-0.0735419	-0.0220346	-0.00420094	8.45019	-0.491331	-0.811194	-1.55587	0.0183955	0.783773	-1.53362	0.0187345	0.784076	0.697636	0.105238	0.051449	0.273542	0.0220346	0.00420094	0.2	0	0	0.0129154	-0.0274017	-0.137498	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8438	-0.828189	-0.784334	238	-25	2571	205	-0.0682362	-0.0254628	-0.00458866	8.44951	-0.491583	-0.811239	-1.55587	0.0183955	0.783773	-1.53022	0.0184395	0.784334	0.675938	0.198141	0.0653176	0.268236	0.0254628	0.00458866	0.2	0	0	0.0123918	-0.0275762	-0.137498	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8518	-0.844104	-0.784605	254	-21	2571	205	-0.0842223	-0.0211702	-0.00467821	8.44884	-0.491753	-0.811277	-1.53116	0.010717	0.784398	-1.52156	0.0162261	0.784605	0.609227	-0.104802	0.0297347	0.284222	0.0211702	0.00467821	0.2	0	0	0.0123918	-0.0275762	-0.137538	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8539	-0.856301	-0.784842	257	-19	2571	205	-0.0879566	-0.0191426	-0.00467153	8.44866	-0.491792	-0.811286	-1.53116	0.010717	0.784398	-1.51495	0.014436	0.784842	0.617465	-0.0213026	0.0361612	0.287957	0.0191426	0.00467153	0.2	0	0	0.0113446	-0.0279253	-0.137538	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8639	-0.865274	-0.785058	251	-15	2571	205	-0.0813699	-0.0155881	-0.00430127	8.44784	-0.491948	-0.811329	-1.53116	0.010717	0.784398	-1.51012	0.0130851	0.785058	0.614172	0.0623385	0.0439458	0.28137	0.0155881	0.00430127	0.2	0	0	0.00977384	-0.0282743	-0.137538	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8738	-0.871433	-0.785258	238	-13	2570	205	-0.0682829	-0.0133457	-0.00354097	8.44716	-0.492081	-0.811365	-1.53116	0.010717	0.784398	-1.50681	0.0121254	0.785258	0.599462	0.144485	0.0528631	0.268283	0.0133457	0.00354097	0.2	0	0	0.00785398	-0.0289725	-0.137538	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8816	-0.88734	-0.785375	265	-10	2570	206	-0.0951039	-0.0103781	-0.00321153	8.44643	-0.492161	-0.81139	-1.51048	0.00417475	0.784398	-1.49828	0.00954006	0.785375	0.699476	-0.107281	0.0244476	0.295104	0.0103781	0.00321153	0.2	0	0	0.00785398	-0.0289725	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8839	-0.899888	-0.785465	272	-7	2570	206	-0.102566	-0.00764461	-0.00210683	8.44619	-0.492178	-0.811394	-1.51048	0.00417475	0.784398	-1.49161	0.00746701	0.785465	0.707429	-0.0110362	0.0282058	0.302566	0.00764461	0.00210683	0.2	0	0	0.00575959	-0.0298451	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.8941	-0.909244	-0.785537	266	-3	2568	206	-0.0963953	-0.00386368	0.000306153	8.44521	-0.492218	-0.811391	-1.51048	0.00417475	0.784398	-1.48666	0.00589878	0.785537	0.702231	0.0852933	0.0311604	0.296395	0.00386368	-0.000306153	0.2	0	0	0.000349066	-0.0315905	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9039	-0.915696	-0.785589	253	-3	2567	206	-0.0835023	-0.0035765	0.00261425	8.44439	-0.492253	-0.811365	-1.51048	0.00417475	0.784398	-1.48326	0.00479635	0.785589	0.684038	0.179926	0.0330608	0.283502	0.0035765	-0.00261425	0.2	0	0	-0.00610865	-0.0336849	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9139	-0.919692	-0.785625	236	-5	2567	206	-0.0664746	-0.0055738	0.003625	8.44372	-0.492309	-0.811329	-1.51048	0.00417475	0.784398	-1.48117	0.0041691	0.785625	0.653124	0.271076	0.0363416	0.266475	0.0055738	-0.003625	0.2	0	0	-0.00942478	-0.0347321	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9204	-0.931896	-0.78553	243	0	2566	206	-0.0730666	-0.000771499	0.00493073	8.44325	-0.492314	-0.811297	-1.4903	-0.00182421	0.784257	-1.47472	0.00175539	0.78553	0.628869	-0.112933	-0.0186489	0.273067	0.000771499	-0.00493073	0.2	0	0	-0.00942478	-0.0347321	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9239	-0.941127	-0.785401	239	0	2565	206	-0.0693505	-0.00014737	0.00809285	8.44301	-0.492314	-0.811269	-1.4903	-0.00182421	0.784257	-1.46986	-0.000164727	0.785401	0.638003	-0.0243819	-0.0305907	0.269351	0.00014737	-0.00809285	0.2	0	0	-0.0172788	-0.0366519	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9339	-0.947764	-0.785239	229	-2	2563	206	-0.0590651	-0.00267552	0.0109347	8.44242	-0.492341	-0.81116	-1.4903	-0.00182421	0.784257	-1.46637	-0.00155409	0.785239	0.634328	0.0652474	-0.0441516	0.259065	0.00267552	-0.0109347	0.2	0	0	-0.0253073	-0.0389208	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9439	-0.952185	-0.785046	214	-7	2562	206	-0.0442787	-0.00717345	0.0134329	8.44198	-0.492413	-0.811026	-1.4903	-0.00182421	0.784257	-1.46407	-0.00241252	0.785046	0.617561	0.154315	-0.0581698	0.244279	0.00717345	-0.0134329	0.2	0	0	-0.0329867	-0.0417134	-0.137787	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9481	-0.968819	-0.78485	244	-5	2561	205	-0.0744835	-0.00563075	0.015314	8.44166	-0.492436	-0.810961	-1.46671	-0.0095457	0.783916	-1.45559	-0.00500472	0.78485	0.698569	-0.105042	-0.0474855	0.274483	0.00563075	-0.015314	0.2	0	0	-0.0329867	-0.0417134	-0.13721	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9539	-0.982084	-0.784604	254	-6	2560	205	-0.0848932	-0.00664739	0.0182011	8.44117	-0.492475	-0.810856	-1.46671	-0.0095457	0.783916	-1.44888	-0.00705063	0.784604	0.70408	-0.00525261	-0.0743764	0.284893	0.00664739	-0.0182011	0.2	0	0	-0.0376991	-0.0438078	-0.13721	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9639	-0.992093	-0.784307	253	-9	2558	205	-0.0836086	-0.00922581	0.0217641	8.44033	-0.492568	-0.810637	-1.46671	-0.0095457	0.783916	-1.44386	-0.00852603	0.784307	0.694088	0.0959915	-0.101562	0.283609	0.00922581	-0.0217641	0.2	0	0	-0.0453786	-0.0471239	-0.13721	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9739	-0.999155	-0.783961	243	-12	2556	205	-0.0733049	-0.0127986	0.0251118	8.4396	-0.492696	-0.810385	-1.46671	-0.0095457	0.783916	-1.44036	-0.00944832	0.783961	0.668076	0.196708	-0.127548	0.273305	0.0127986	-0.0251118	0.2	0	0	-0.0532325	-0.05044	-0.13721	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9838	-1.00357	-0.783569	226	-15	2555	205	-0.0567984	-0.0157439	0.0274649	8.43903	-0.492852	-0.810114	-1.46671	-0.0095457	0.783916	-1.4382	-0.00985623	0.783569	0.626238	0.294605	-0.149404	0.256798	0.0157439	-0.0274649	0.2	0	0	-0.0591667	-0.0532325	-0.13721	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.9852	-1.01646	-0.783367	234	-10	2555	203	-0.0648751	-0.0103641	0.0280398	8.43895	-0.492865	-0.810076	-1.447	-0.0165713	0.783363	-1.43172	-0.0122888	0.783367	0.627163	-0.111994	-0.051987	0.264875	0.0103641	-0.0280398	0.2	0	0	-0.0591667	-0.0532325	-0.136055	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
55.994	-1.02623	-0.783103	233	-7	2554	203	-0.0633379	-0.00753626	0.0301829	8.43839	-0.492932	-0.809811	-1.447	-0.0165713	0.783363	-1.42682	-0.0142369	0.783103	0.631989	-0.0207563	-0.0934759	0.263338	0.00753626	-0.0301829	0.2	0	0	-0.0633555	-0.0553269	-0.136055	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0039	-1.03322	-0.782771	225	-5	2552	203	-0.0550008	-0.00525833	0.0326503	8.43785	-0.492984	-0.809488	-1.447	-0.0165713	0.783363	-1.42332	-0.0156919	0.782771	0.620935	0.073051	-0.132973	0.255001	0.00525833	-0.0326503	0.2	0	0	-0.0696386	-0.0584685	-0.136055	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0116	-1.05021	-0.782574	252	-2	2551	201	-0.0820325	-0.00241791	0.0345061	8.43721	-0.493002	-0.80922	-1.42751	-0.0233171	0.783049	-1.41497	-0.018579	0.782574	0.70875	-0.121051	-0.0766906	0.282033	0.00241791	-0.0345061	0.2	0	0	-0.0696386	-0.0584685	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0139	-1.06364	-0.782288	260	0	2550	201	-0.0907307	2.40208e-05	0.0374718	8.43701	-0.493002	-0.809136	-1.42751	-0.0233171	0.783049	-1.40842	-0.0208831	0.782288	0.710934	-0.0165628	-0.130993	0.290731	-2.40208e-05	-0.0374718	0.2	0	0	-0.0741765	-0.0612611	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0238	-1.07362	-0.781909	257	1	2549	201	-0.0879124	0.00181381	0.0398962	8.43613	-0.492984	-0.808739	-1.42751	-0.0233171	0.783049	-1.40357	-0.0226172	0.781909	0.694303	0.0908211	-0.180433	0.287912	-0.00181381	-0.0398962	0.2	0	0	-0.0781908	-0.0630064	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0339	-1.08043	-0.78145	246	1	2548	201	-0.0761266	0.00102073	0.0409211	8.43536	-0.492974	-0.808324	-1.42751	-0.0233171	0.783049	-1.40028	-0.0238014	0.78145	0.659317	0.197823	-0.221423	0.276127	-0.00102073	-0.0409211	0.2	0	0	-0.0794125	-0.0631809	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.044	-1.08439	-0.780933	227	-1	2548	201	-0.0571093	-0.0013048	0.0414538	8.43478	-0.492987	-0.807907	-1.42751	-0.0233171	0.783049	-1.39838	-0.0244417	0.780933	0.606487	0.301324	-0.253453	0.257109	0.0013048	-0.0414538	0.2	0	0	-0.0818559	-0.0630064	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0539	-1.08579	-0.780387	202	-4	2548	201	-0.0323806	-0.00476588	0.0415209	8.43447	-0.493034	-0.807498	-1.42751	-0.0233171	0.783049	-1.39772	-0.0245763	0.780387	0.537183	0.398082	-0.275365	0.232381	0.00476588	-0.0415209	0.2	0	0	-0.0839503	-0.0621337	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0552	-1.0954	-0.780159	201	0	2548	201	-0.0310383	0.00054994	0.0406796	8.43442	-0.493033	-0.807443	-1.40931	-0.0291316	0.781925	-1.39303	-0.0267516	0.780159	0.53948	-0.103736	-0.0947369	0.231038	-0.00054994	-0.0406796	0.2	0	0	-0.0839503	-0.0621337	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0639	-1.10239	-0.779876	195	3	2548	201	-0.0255494	0.00321909	0.0408659	8.4342	-0.493006	-0.80709	-1.40931	-0.0291316	0.781925	-1.38961	-0.0284757	0.779876	0.538338	-0.0214008	-0.14321	0.225549	-0.00321909	-0.0408659	0.2	0	0	-0.0862193	-0.0616101	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0739	-1.10712	-0.779532	185	4	2548	201	-0.0154431	0.00443651	0.0410436	8.43405	-0.492961	-0.806679	-1.40931	-0.0291316	0.781925	-1.38729	-0.0297403	0.779532	0.521731	0.0627655	-0.186097	0.215443	-0.00443651	-0.0410436	0.2	0	0	-0.0876155	-0.0612611	-0.13501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0779	-1.12314	-0.778891	220	4	2546	202	-0.0509728	0.00407235	0.0447832	8.43384	-0.492945	-0.8065	-1.39186	-0.0344075	0.778942	-1.37974	-0.0321876	0.778891	0.703208	-0.116787	-0.137828	0.250973	-0.00407235	-0.0447832	0.2	0	0	-0.0876155	-0.0612611	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0839	-1.13617	-0.778186	235	4	2545	202	-0.0652018	0.00419584	0.0480439	8.43345	-0.49292	-0.806211	-1.39186	-0.0344075	0.778942	-1.37366	-0.0340755	0.778186	0.69736	-0.00847914	-0.201879	0.265202	-0.00419584	-0.0480439	0.2	0	0	-0.0895354	-0.060912	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.0939	-1.14599	-0.777418	236	2	2543	202	-0.0663473	0.00274079	0.0505102	8.43279	-0.492892	-0.805706	-1.39186	-0.0344075	0.778942	-1.36911	-0.0354125	0.777418	0.670879	0.101551	-0.258353	0.266347	-0.00274079	-0.0505102	0.2	0	0	-0.0911062	-0.0603884	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1038	-1.15272	-0.776603	227	0	2542	202	-0.0573585	-0.000473433	0.0522076	8.43222	-0.492897	-0.805186	-1.39186	-0.0344075	0.778942	-1.36603	-0.0362049	0.776603	0.624483	0.209905	-0.30512	0.257359	0.000473433	-0.0522076	0.2	0	0	-0.0921534	-0.0600393	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1138	-1.15655	-0.775758	209	-4	2542	202	-0.0396255	-0.00402835	0.0530799	8.43182	-0.492937	-0.804656	-1.39186	-0.0344075	0.778942	-1.3643	-0.0364763	0.775758	0.55952	0.31319	-0.340569	0.239626	0.00402835	-0.0530799	0.2	0	0	-0.093026	-0.0596903	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1155	-1.16485	-0.775207	189	2	2543	202	-0.0190971	0.00219203	0.050584	8.43179	-0.492934	-0.804573	-1.37594	-0.0394513	0.77711	-1.36039	-0.03831	0.775207	0.407142	-0.0765569	-0.111433	0.219097	-0.00219203	-0.050584	0.2	0	0	-0.093026	-0.0596903	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1239	-1.17007	-0.774671	173	5	2544	202	-0.00352816	0.00529079	0.0498331	8.43176	-0.492889	-0.804153	-1.37594	-0.0394513	0.77711	-1.3579	-0.039749	0.774671	0.401376	-0.0119131	-0.150992	0.203528	-0.00529079	-0.0498331	0.2	0	0	-0.0945968	-0.0595157	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1338	-1.17305	-0.774134	156	7	2544	202	0.0132931	0.00763505	0.0493456	8.43189	-0.492813	-0.803662	-1.37594	-0.0394513	0.77711	-1.35645	-0.0407978	0.774134	0.3828	0.0534998	-0.186132	0.186707	-0.00763505	-0.0493456	0.2	0	0	-0.0970403	-0.0591667	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1438	-1.17417	-0.7736	138	9	2544	202	0.0319824	0.00908176	0.0488344	8.43221	-0.492722	-0.803174	-1.37594	-0.0394513	0.77711	-1.35587	-0.0414874	0.7736	0.351548	0.117564	-0.215953	0.168018	-0.00908176	-0.0488344	0.2	0	0	-0.100356	-0.0586431	-0.135459	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1449	-1.18446	-0.772946	153	9	2543	202	0.0167473	0.00997935	0.0501595	8.43223	-0.492711	-0.803119	-1.36139	-0.0446572	0.774572	-1.35111	-0.043389	0.772946	0.457173	-0.0682557	-0.131583	0.183253	-0.00997935	-0.0501595	0.2	0	0	-0.100356	-0.0586431	-0.135642	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1539	-1.19243	-0.772293	155	10	2543	202	0.014472	0.0104269	0.0515105	8.43236	-0.492618	-0.802659	-1.36139	-0.0446572	0.774572	-1.34746	-0.0448615	0.772293	0.446199	0.0045078	-0.178512	0.185528	-0.0104269	-0.0515105	0.2	0	0	-0.103149	-0.0577704	-0.135642	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1639	-1.19804	-0.771634	150	10	2542	202	0.0198205	0.010744	0.0525823	8.43256	-0.49251	-0.80213	-1.36139	-0.0446572	0.774572	-1.34488	-0.045914	0.771634	0.419825	0.0771354	-0.220855	0.18018	-0.010744	-0.0525823	0.2	0	0	-0.107338	-0.0553269	-0.135642	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1739	-1.20144	-0.770971	137	10	2542	202	0.0320277	0.0101954	0.0529596	8.43288	-0.492408	-0.801599	-1.36139	-0.0446572	0.774572	-1.34332	-0.046577	0.770971	0.3783	0.146651	-0.25761	0.167972	-0.0101954	-0.0529596	0.2	0	0	-0.11205	-0.0514872	-0.135642	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
56.1839	-1.20276	-0.770314	120	8	2542	202	0.0495023	0.00863972	0.0524048	8.43337	-0.492322	-0.80108	-1.36139	-0.0446572	0.774572	-1.34271	-0.0468771	0.770314	0.32324	0.210908	-0.286381	0.150498	-0.00863972	-0.0524048	0.2	0	0	-0.114494	-0.0495674	-0.135642	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
