time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxrDer	dyrDer	dzrDer	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
20.9492	-0.366278	-0.160057	-36	0	1700	479	0.338892	-0.00528559	-0.0540591	-2.36252	0.389961	-0.544272	-1.32725	-0.471442	0.160057	-0.338892	0.00528559	0.0540591	-0.337535	-0.00311284	0.0621172	-0.327269	-0.00311284	0.0621172	-0.287269	-0.00311284	0.0621172	-0.337535	-0.00311284	0.0621172	-0.369328	0	0	0	0	0	0.0233874	0.0555015	0.0161971	0.341303	0.319409	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9592	-0.366278	-0.160057	-36	0	1700	479	0.338892	-0.00528559	-0.0540591	-2.35912	0.389908	-0.544816	-1.32725	-0.471442	0.160057	-0.338892	0.00528559	0.0540591	-0.337535	-0.00311284	0.0621172	-0.327269	-0.00311284	0.0621172	-0.287269	-0.00311284	0.0621172	-0.337535	-0.00311284	0.0621172	-0.369328	0	0	0	0	0	0.0233874	0.0555015	0.0161971	0.341303	0.319409	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9691	-0.366278	-0.160057	-36	0	1700	479	0.338892	-0.00528559	-0.0540591	-2.35577	0.389856	-0.54535	-1.32725	-0.471442	0.160057	-0.338892	0.00528559	0.0540591	-0.337535	-0.00311284	0.0621172	-0.327269	-0.00311284	0.0621172	-0.287269	-0.00311284	0.0621172	-0.337535	-0.00311284	0.0621172	-0.369328	0	0	0	0	0	0.0230383	0.0553269	0.0161971	0.341303	0.319409	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.97	-0.35387	-0.160957	-37	22	1700	475	0.339413	0.0265625	-0.0558671	-2.35548	0.389879	-0.545398	-1.33657	-0.471528	0.160957	-0.339413	-0.0265625	0.0558671	-0.337535	-0.0352078	0.0621172	-0.337535	-0.0352078	0.0621172	-0.327269	-0.0352078	0.0621172	-0.337535	-0.0352078	0.0621172	-0.32116	0	0	0	0	0	0.0230383	0.0553269	0.0165673	0.339159	0.317025	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9791	-0.35387	-0.160957	-37	22	1700	475	0.339413	0.0265625	-0.0558671	-2.35239	0.39012	-0.545906	-1.33657	-0.471528	0.160957	-0.339413	-0.0265625	0.0558671	-0.337535	-0.0352078	0.0621172	-0.337535	-0.0352078	0.0621172	-0.327269	-0.0352078	0.0621172	-0.337535	-0.0352078	0.0621172	-0.32116	0	0	0	0	0	0.0228638	0.0549779	0.0165673	0.339159	0.317025	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9891	-0.35387	-0.160957	-37	22	1700	475	0.339413	0.0265625	-0.0558671	-2.34899	0.390387	-0.546466	-1.33657	-0.471528	0.160957	-0.339413	-0.0265625	0.0558671	-0.337535	-0.0352078	0.0621172	-0.337535	-0.0352078	0.0621172	-0.327269	-0.0352078	0.0621172	-0.337535	-0.0352078	0.0621172	-0.32116	0	0	0	0	0	0.0228638	0.0544543	0.0165673	0.339159	0.317025	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9928	-0.33216	-0.171427	-77	0	1700	470	0.396906	-0.00615869	-0.0528001	-2.34749	0.390363	-0.546665	-1.3533	-0.471919	0.171427	-0.396906	0.00615869	0.0528001	-0.39559	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.367269	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.651601	0	0	0	0	0	0.0228638	0.0544543	0.0161493	0.335532	0.31398	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9991	-0.33216	-0.171427	-77	0	1700	470	0.396906	-0.00615869	-0.0528001	-2.34501	0.390325	-0.546995	-1.3533	-0.471919	0.171427	-0.396906	0.00615869	0.0528001	-0.39559	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.367269	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.651601	0	0	0	0	0	0.0228638	0.0542797	0.0161493	0.335532	0.31398	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0091	-0.33216	-0.171427	-77	0	1700	470	0.396906	-0.00615869	-0.0528001	-2.34106	0.390264	-0.547521	-1.3533	-0.471919	0.171427	-0.396906	0.00615869	0.0528001	-0.39559	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.367269	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.651601	0	0	0	0	0	0.0233874	0.0537561	0.0161493	0.335532	0.31398	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0192	-0.33216	-0.171427	-77	0	1700	470	0.396906	-0.00615869	-0.0528001	-2.33703	0.390201	-0.548057	-1.3533	-0.471919	0.171427	-0.396906	0.00615869	0.0528001	-0.39559	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.367269	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.651601	0	0	0	0	0	0.0240855	0.053058	0.0161493	0.335532	0.31398	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0291	-0.33216	-0.171427	-77	0	1700	470	0.396906	-0.00615869	-0.0528001	-2.33312	0.390141	-0.548577	-1.3533	-0.471919	0.171427	-0.396906	0.00615869	0.0528001	-0.39559	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.367269	-0.00311284	0.0621172	-0.39559	-0.00311284	0.0621172	-0.651601	0	0	0	0	0	0.0251327	0.0527089	0.0161493	0.335532	0.31398	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0326	-0.318092	-0.171897	-77	28	1700	467	0.396668	0.0356286	-0.0124483	-2.33173	0.390266	-0.548621	-1.36501	-0.473631	0.171897	-0.396668	-0.0356286	0.0124483	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0221172	-0.39559	-0.0430919	0.0205189	-0.655937	0	0	0	0	0	0.0251327	0.0527089	0.017318	0.333983	0.311399	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0391	-0.318092	-0.171897	-77	28	1700	467	0.396668	0.0356286	-0.0124483	-2.32914	0.390499	-0.548702	-1.36501	-0.473631	0.171897	-0.396668	-0.0356286	0.0124483	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0221172	-0.39559	-0.0430919	0.0205189	-0.655937	0	0	0	0	0	0.0258309	0.0523599	0.017318	0.333983	0.311399	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0491	-0.318092	-0.171897	-77	28	1700	467	0.396668	0.0356286	-0.0124483	-2.32518	0.390854	-0.548826	-1.36501	-0.473631	0.171897	-0.396668	-0.0356286	0.0124483	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0221172	-0.39559	-0.0430919	0.0205189	-0.655937	0	0	0	0	0	0.0268781	0.0520108	0.017318	0.333983	0.311399	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.059	-0.318092	-0.171897	-77	28	1700	467	0.396668	0.0356286	-0.0124483	-2.32122	0.391209	-0.54895	-1.36501	-0.473631	0.171897	-0.396668	-0.0356286	0.0124483	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0205189	-0.39559	-0.0430919	0.0221172	-0.39559	-0.0430919	0.0205189	-0.655937	0	0	0	0	0	0.0286234	0.0513127	0.017318	0.333983	0.311399	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0633	-0.303196	-0.171897	-127	-22	1700	463	0.494652	-0.0645366	0.00881404	-2.31912	0.390935	-0.548913	-1.3761	-0.471919	0.171897	-0.494652	0.0645366	-0.00881404	-0.49559	0.0569081	0.00866659	-0.47559	0.0369081	0.00866659	-0.43559	-0.00309191	0.00866659	-0.511305	0.110376	0.00866659	-0.336786	0	0	0	0	0	0.0286234	0.0513127	0.0161493	0.330372	0.309077	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0691	-0.303196	-0.171897	-146	-41	1700	463	0.494652	-0.0645366	0.00881404	-2.31626	0.390561	-0.548862	-1.3761	-0.471919	0.171897	-0.494652	0.0645366	-0.00881404	-0.49559	0.0569081	0.00866659	-0.47559	0.0369081	0.00866659	-0.43559	-0.00309191	0.00866659	-0.511305	0.110376	0.00866659	-0.336786	0	0	0	0	0	0.0298451	0.0509636	0.0161493	0.330372	0.309077	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0792	-0.303196	-0.171897	-146	-41	1700	463	0.494652	-0.0645366	0.00881404	-2.31125	0.389908	-0.548772	-1.3761	-0.471919	0.171897	-0.494652	0.0645366	-0.00881404	-0.49559	0.0569081	0.00866659	-0.47559	0.0369081	0.00866659	-0.43559	-0.00309191	0.00866659	-0.511305	0.110376	0.00866659	-0.336786	0	0	0	0	0	0.0308923	0.05044	0.0161493	0.330372	0.309077	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0891	-0.303196	-0.171897	-146	-41	1700	463	0.494652	-0.0645366	0.00881404	-2.30634	0.389267	-0.548685	-1.3761	-0.471919	0.171897	-0.494652	0.0645366	-0.00881404	-0.49559	0.0569081	0.00866659	-0.47559	0.0369081	0.00866659	-0.43559	-0.00309191	0.00866659	-0.511305	0.110376	0.00866659	-0.336786	0	0	0	0	0	0.0322886	0.0497419	0.0161493	0.330372	0.309077	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.0992	-0.303196	-0.171897	-146	-41	1700	463	0.494652	-0.0645366	0.00881404	-2.30137	0.388619	-0.548596	-1.3761	-0.471919	0.171897	-0.494652	0.0645366	-0.00881404	-0.49559	0.0569081	0.00866659	-0.47559	0.0369081	0.00866659	-0.43559	-0.00309191	0.00866659	-0.511305	0.110376	0.00866659	-0.336786	0	0	0	0	0	0.0342085	0.0485202	0.0161493	0.330372	0.309077	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1008	-0.273801	-0.165876	-96	9	1700	454	0.396326	0.0365989	0.00311991	-2.30075	0.388677	-0.548592	-1.3996	-0.470784	0.165876	-0.396326	-0.0365989	-0.00311991	-0.39559	-0.0430919	0.00866659	-0.39559	-0.0430919	0.00866659	-0.39559	-0.0430919	0.00866659	-0.372726	-0.0430919	0.00866659	-0.462139	0	0	0	0	0	0.0342085	0.0485202	0.0168901	0.324481	0.302763	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1091	-0.273801	-0.165876	-77	29	1700	454	0.396326	0.0365989	0.00311991	-2.29745	0.388981	-0.548566	-1.3996	-0.470784	0.165876	-0.396326	-0.0365989	-0.00311991	-0.39559	-0.0430919	0.00866659	-0.39559	-0.0430919	0.00866659	-0.39559	-0.0430919	0.00866659	-0.372726	-0.0430919	0.00866659	-0.462139	0	0	0	0	0	0.0357792	0.0471239	0.0168901	0.324481	0.302763	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1191	-0.273801	-0.165876	-77	29	1700	454	0.396326	0.0365989	0.00311991	-2.29349	0.389347	-0.548534	-1.3996	-0.470784	0.165876	-0.396326	-0.0365989	-0.00311991	-0.39559	-0.0430919	0.00866659	-0.39559	-0.0430919	0.00866659	-0.39559	-0.0430919	0.00866659	-0.372726	-0.0430919	0.00866659	-0.462139	0	0	0	0	0	0.0371755	0.0459022	0.0168901	0.324481	0.302763	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1283	-0.256759	-0.165876	-127	-21	1700	449	0.495044	-0.0396397	0.00950588	-2.28892	0.388981	-0.548447	-1.41356	-0.46991	0.165876	-0.495044	0.0396397	-0.00950588	-0.49559	0.0317125	0.0107276	-0.47559	0.0317125	0.0107276	-0.43559	-0.00309191	0.0107276	-0.580341	0.0317125	0.0107276	-0.663627	0	0	0	0	0	0.0371755	0.0459022	0.0168011	0.320937	0.299469	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1291	-0.256759	-0.165876	-146	-23	1700	449	0.495044	-0.0396397	0.00950588	-2.28852	0.388949	-0.548439	-1.41356	-0.46991	0.165876	-0.495044	0.0396397	-0.00950588	-0.49559	0.0317125	0.0107276	-0.47559	0.0317125	0.0107276	-0.43559	-0.00309191	0.0107276	-0.580341	0.0317125	0.0107276	-0.663627	0	0	0	0	0	0.039619	0.0439823	0.0168011	0.320937	0.299469	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.139	-0.256759	-0.165876	-146	-23	1700	449	0.495044	-0.0396397	0.00950588	-2.28361	0.388555	-0.548345	-1.41356	-0.46991	0.165876	-0.495044	0.0396397	-0.00950588	-0.49559	0.0317125	0.0107276	-0.47559	0.0317125	0.0107276	-0.43559	-0.00309191	0.0107276	-0.580341	0.0317125	0.0107276	-0.663627	0	0	0	0	0	0.0424115	0.0417134	0.0168011	0.320937	0.299469	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1491	-0.256759	-0.165876	-146	-23	1700	449	0.495044	-0.0396397	0.00950588	-2.27865	0.388158	-0.548249	-1.41356	-0.46991	0.165876	-0.495044	0.0396397	-0.00950588	-0.49559	0.0317125	0.0107276	-0.47559	0.0317125	0.0107276	-0.43559	-0.00309191	0.0107276	-0.580341	0.0317125	0.0107276	-0.663627	0	0	0	0	0	0.0441568	0.0403171	0.0168011	0.320937	0.299469	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.159	-0.256759	-0.165876	-146	-23	1700	449	0.495044	-0.0396397	0.00950588	-2.2737	0.387762	-0.548154	-1.41356	-0.46991	0.165876	-0.495044	0.0396397	-0.00950588	-0.49559	0.0317125	0.0107276	-0.47559	0.0317125	0.0107276	-0.43559	-0.00309191	0.0107276	-0.580341	0.0317125	0.0107276	-0.663627	0	0	0	0	0	0.0471239	0.0380482	0.0168011	0.320937	0.299469	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1622	-0.238743	-0.16807	-96	27	1700	445	0.396752	0.0618551	0.00562196	-2.27244	0.387959	-0.548136	-1.42954	-0.470784	0.16807	-0.396752	-0.0618551	-0.00562196	-0.39559	-0.0682875	0.0107276	-0.39559	-0.0482875	0.0107276	-0.39559	-0.0430919	0.0107276	-0.372726	-0.0906133	0.0107276	-0.601736	0	0	0	0	0	0.0471239	0.0380482	0.0168901	0.318138	0.296712	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1691	-0.238743	-0.16807	-78	47	1700	445	0.396752	0.0618551	0.00562196	-2.26972	0.388382	-0.548098	-1.42954	-0.470784	0.16807	-0.396752	-0.0618551	-0.00562196	-0.39559	-0.0682875	0.0107276	-0.39559	-0.0482875	0.0107276	-0.39559	-0.0430919	0.0107276	-0.372726	-0.0906133	0.0107276	-0.601736	0	0	0	0	0	0.05044	0.0357792	0.0168901	0.318138	0.296712	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1791	-0.238743	-0.16807	-78	47	1700	445	0.396752	0.0618551	0.00562196	-2.26574	0.389002	-0.548042	-1.42954	-0.470784	0.16807	-0.396752	-0.0618551	-0.00562196	-0.39559	-0.0682875	0.0107276	-0.39559	-0.0482875	0.0107276	-0.39559	-0.0430919	0.0107276	-0.372726	-0.0906133	0.0107276	-0.601736	0	0	0	0	0	0.0532325	0.034383	0.0168901	0.318138	0.296712	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1891	-0.238743	-0.16807	-78	47	1700	445	0.396752	0.0618551	0.00562196	-2.26177	0.389622	-0.547985	-1.42954	-0.470784	0.16807	-0.396752	-0.0618551	-0.00562196	-0.39559	-0.0682875	0.0107276	-0.39559	-0.0482875	0.0107276	-0.39559	-0.0430919	0.0107276	-0.372726	-0.0906133	0.0107276	-0.601736	0	0	0	0	0	0.0544543	0.0335103	0.0168901	0.318138	0.296712	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1967	-0.230893	-0.168598	-101	13	1700	440	0.429924	0.0135411	0.00762529	-2.25852	0.389724	-0.547928	-1.43758	-0.473096	0.168598	-0.429924	-0.0135411	-0.00762529	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.324133	0	0	0	0	0	0.0544543	0.0335103	0.0196288	0.317928	0.293895	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.1991	-0.230893	-0.168598	-101	13	1700	440	0.429924	0.0135411	0.00762529	-2.25746	0.389758	-0.547909	-1.43758	-0.473096	0.168598	-0.429924	-0.0135411	-0.00762529	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.324133	0	0	0	0	0	0.0565487	0.0324631	0.0196288	0.317928	0.293895	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2091	-0.230893	-0.168598	-101	13	1700	440	0.429924	0.0135411	0.00762529	-2.25316	0.389893	-0.547833	-1.43758	-0.473096	0.168598	-0.429924	-0.0135411	-0.00762529	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.324133	0	0	0	0	0	0.0581195	0.0314159	0.0196288	0.317928	0.293895	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2191	-0.230893	-0.168598	-101	13	1700	440	0.429924	0.0135411	0.00762529	-2.24889	0.390027	-0.547757	-1.43758	-0.473096	0.168598	-0.429924	-0.0135411	-0.00762529	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.429383	-0.02171	0.0153369	-0.324133	0	0	0	0	0	0.0591667	0.0300197	0.0196288	0.317928	0.293895	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2269	-0.214884	-0.168598	-102	63	1700	435	0.431416	0.0850827	0.00764116	-2.24552	0.390693	-0.547697	-1.45237	-0.473844	0.168598	-0.431416	-0.0850827	-0.00764116	-0.429383	-0.0938748	0.0153369	-0.429383	-0.0938748	0.0153369	-0.429383	-0.06171	0.0153369	-0.429383	-0.0938748	0.0153369	-0.380917	0	0	0	0	0	0.0591667	0.0300197	0.0210525	0.315366	0.290083	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2291	-0.214884	-0.168598	-102	63	1700	435	0.431416	0.0850827	0.00764116	-2.24456	0.390883	-0.54768	-1.45237	-0.473844	0.168598	-0.431416	-0.0850827	-0.00764116	-0.429383	-0.0938748	0.0153369	-0.429383	-0.0938748	0.0153369	-0.429383	-0.06171	0.0153369	-0.429383	-0.0938748	0.0153369	-0.380917	0	0	0	0	0	0.0595157	0.0294961	0.0210525	0.315366	0.290083	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2391	-0.214884	-0.168598	-102	63	1700	435	0.431416	0.0850827	0.00764116	-2.24027	0.391728	-0.547604	-1.45237	-0.473844	0.168598	-0.431416	-0.0850827	-0.00764116	-0.429383	-0.0938748	0.0153369	-0.429383	-0.0938748	0.0153369	-0.429383	-0.06171	0.0153369	-0.429383	-0.0938748	0.0153369	-0.380917	0	0	0	0	0	0.0600393	0.0279253	0.0210525	0.315366	0.290083	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2491	-0.214884	-0.168598	-102	63	1700	435	0.431416	0.0850827	0.00764116	-2.23591	0.392587	-0.547527	-1.45237	-0.473844	0.168598	-0.431416	-0.0850827	-0.00764116	-0.429383	-0.0938748	0.0153369	-0.429383	-0.0938748	0.0153369	-0.429383	-0.06171	0.0153369	-0.429383	-0.0938748	0.0153369	-0.380917	0	0	0	0	0	0.0603884	0.026529	0.0210525	0.315366	0.290083	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.259	-0.214884	-0.168598	-102	63	1700	435	0.431416	0.0850827	0.00764116	-2.23165	0.393429	-0.547451	-1.45237	-0.473844	0.168598	-0.431416	-0.0850827	-0.00764116	-0.429383	-0.0938748	0.0153369	-0.429383	-0.0938748	0.0153369	-0.429383	-0.06171	0.0153369	-0.429383	-0.0938748	0.0153369	-0.380917	0	0	0	0	0	0.0610865	0.0251327	0.0210525	0.315366	0.290083	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2618	-0.167107	-0.169466	-152	45	1700	417	0.531477	0.0597067	0.0114853	-2.23018	0.393594	-0.54742	-1.50232	-0.48182	0.169466	-0.531477	-0.0597067	-0.0114853	-0.529383	-0.0744226	0.019488	-0.509383	-0.0744226	0.019488	-0.469383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.817332	0	0	0	0	0	0.0610865	0.0251327	0.0283264	0.310353	0.278303	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2691	-0.167107	-0.169466	-172	45	1700	417	0.531477	0.0597067	0.0114853	-2.22629	0.39403	-0.547336	-1.50232	-0.48182	0.169466	-0.531477	-0.0597067	-0.0114853	-0.529383	-0.0744226	0.019488	-0.509383	-0.0744226	0.019488	-0.469383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.817332	0	0	0	0	0	0.0616101	0.0244346	0.0283264	0.310353	0.278303	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2792	-0.167107	-0.169466	-172	45	1700	417	0.531477	0.0597067	0.0114853	-2.22096	0.39463	-0.54722	-1.50232	-0.48182	0.169466	-0.531477	-0.0597067	-0.0114853	-0.529383	-0.0744226	0.019488	-0.509383	-0.0744226	0.019488	-0.469383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.817332	0	0	0	0	0	0.0626573	0.0235619	0.0283264	0.310353	0.278303	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.289	-0.167107	-0.169466	-172	45	1700	417	0.531477	0.0597067	0.0114853	-2.2157	0.395221	-0.547107	-1.50232	-0.48182	0.169466	-0.531477	-0.0597067	-0.0114853	-0.529383	-0.0744226	0.019488	-0.509383	-0.0744226	0.019488	-0.469383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.817332	0	0	0	0	0	0.0642281	0.0225147	0.0283264	0.310353	0.278303	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2983	-0.149758	-0.170147	-222	95	1700	410	0.635003	0.155141	0.00857225	-2.2098	0.396662	-0.547027	-1.5216	-0.484419	0.170147	-0.635003	-0.155141	-0.00857225	-0.629383	-0.174423	0.0287192	-0.589383	-0.154423	0.0287192	-0.509383	-0.114423	0.0287192	-1.61223	-0.191202	0.0287192	-0.902659	0	0	0	0	0	0.0642281	0.0225147	0.030878	0.308216	0.273796	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.2991	-0.149758	-0.170147	-245	112	1700	410	0.635003	0.155141	0.00857225	-2.20932	0.396778	-0.547021	-1.5216	-0.484419	0.170147	-0.635003	-0.155141	-0.00857225	-0.629383	-0.174423	0.0287192	-0.589383	-0.154423	0.0287192	-0.509383	-0.114423	0.0287192	-1.61223	-0.191202	0.0287192	-0.902659	0	0	0	0	0	0.066148	0.0219911	0.030878	0.308216	0.273796	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.309	-0.149758	-0.170147	-245	112	1700	410	0.635003	0.155141	0.00857225	-2.203	0.398323	-0.546935	-1.5216	-0.484419	0.170147	-0.635003	-0.155141	-0.00857225	-0.629383	-0.174423	0.0287192	-0.589383	-0.154423	0.0287192	-0.509383	-0.114423	0.0287192	-1.61223	-0.191202	0.0287192	-0.902659	0	0	0	0	0	0.0670206	0.0218166	0.030878	0.308216	0.273796	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.3191	-0.149758	-0.170147	-245	112	1700	410	0.635003	0.155141	0.00857225	-2.19662	0.399881	-0.546849	-1.5216	-0.484419	0.170147	-0.635003	-0.155141	-0.00857225	-0.629383	-0.174423	0.0287192	-0.589383	-0.154423	0.0287192	-0.509383	-0.114423	0.0287192	-1.61223	-0.191202	0.0287192	-0.902659	0	0	0	0	0	0.068766	0.0218166	0.030878	0.308216	0.273796	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.3269	-0.100905	-0.173211	-195	62	1700	390	0.554497	0.0536016	0.0174914	-2.19231	0.400299	-0.546713	-1.58049	-0.491403	0.173211	-0.554497	-0.0536016	-0.0174914	-0.552021	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.549383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-1.30094	0	0	0	0	0	0.068766	0.0218166	0.0383425	0.301443	0.260076	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.3291	-0.100905	-0.173211	-189	41	1700	390	0.554497	0.0536016	0.0174914	-2.19107	0.400418	-0.546674	-1.58049	-0.491403	0.173211	-0.554497	-0.0536016	-0.0174914	-0.552021	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.549383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-1.30094	0	0	0	0	0	0.0705113	0.0223402	0.0383425	0.301443	0.260076	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
21.3391	-0.100905	-0.173211	-189	41	1700	390	0.554497	0.0536016	0.0174914	-2.1855	0.400956	-0.546499	-1.58049	-0.491403	0.173211	-0.554497	-0.0536016	-0.0174914	-0.552021	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-0.549383	-0.0744226	0.019488	-0.552021	-0.0744226	0.019488	-1.30094	0	0	0	0	0	0.0715585	0.0228638	0.0383425	0.301443	0.260076	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
