time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxrDer	dyrDer	dzrDer	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
1.6994	0	0	0	0	0	0	0	0	0	0	0	0	-3.75641	0.082976	0.0123389	0.0486324	0.00187417	-0.223983	0.0312584	0.0137298	-0.226653	0.0112584	-0.0462702	-0.226653	-0.0287416	-0.0952424	-0.045685	0.0543453	0.176938	-0.226653	0.0869228	0	0	0	0	0	0.0731293	0.0397935	0.0888934	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.70928	0	0	0	0	0	0	0	0	0	0	0	0	-3.75641	0.082976	0.0123389	0.0486324	0.00187417	-0.223983	0.0312584	0.0137298	-0.226653	0.0112584	-0.0462702	-0.226653	-0.0287416	-0.0952424	-0.045685	0.0543453	0.176938	-0.226653	0.0869228	0	0	0	0	0	0.0733038	0.0394444	0.0888934	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.71531	0	0	0	0	0	0	0	0	0	0	0	0	-3.75641	0.0578729	0.00828281	0.0702568	-0.103403	-0.318543	0.0543453	-0.0862702	-0.326653	0.0543453	-0.12627	-0.306653	0.0112584	-0.135242	-0.085685	0.0543453	-0.677473	-0.430124	0.0746047	0	0	0	0	0	0.0733038	0.0394444	0.0890453	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.71929	0	0	0	0	0	0	0	0	0	0	0	0	-3.75641	0.0578729	0.00828281	0.0702568	-0.103403	-0.318543	0.0543453	-0.0862702	-0.326653	0.0543453	-0.12627	-0.306653	0.0112584	-0.135242	-0.085685	0.0543453	-0.677473	-0.430124	0.0746047	0	0	0	0	0	0.0736529	0.0389208	0.0890453	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.72928	0	0	0	0	0	0	0	0	0	0	0	0	-3.75641	0.0578729	0.00828281	0.0702568	-0.103403	-0.318543	0.0543453	-0.0862702	-0.326653	0.0543453	-0.12627	-0.306653	0.0112584	-0.135242	-0.085685	0.0543453	-0.677473	-0.430124	0.0746047	0	0	0	0	0	0.0736529	0.0387463	0.0890453	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.73936	0	0	0	0	0	0	0	0	0	0	0	0	-3.75641	0.0578729	0.00828281	0.0702568	-0.103403	-0.318543	0.0543453	-0.0862702	-0.326653	0.0543453	-0.12627	-0.306653	0.0112584	-0.135242	-0.085685	0.0543453	-0.677473	-0.430124	0.0746047	0	0	0	0	0	0.074002	0.0383972	0.0890453	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.74449	0	0	0	0	0	0	0	0	0	0	0	0	-3.76136	0.0306751	-0.0035168	0.0785349	-0.00311126	-0.310727	0.0543453	0.0137298	-0.315574	0.0543453	-0.0462702	-0.315574	0.0512584	-0.0952424	-0.125685	0.0543453	0.45216	-0.315574	-0.0938865	0	0	0	0	0	0.074002	0.0383972	0.0894682	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.74931	0	0	0	0	0	0	0	0	0	0	0	0	-3.76136	0.0306751	-0.0035168	0.0785349	-0.00311126	-0.310727	0.0543453	0.0137298	-0.315574	0.0543453	-0.0462702	-0.315574	0.0512584	-0.0952424	-0.125685	0.0543453	0.45216	-0.315574	-0.0938865	0	0	0	0	0	0.0741765	0.0380482	0.0894682	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.7593	0	0	0	0	0	0	0	0	0	0	0	0	-3.76136	0.0306751	-0.0035168	0.0785349	-0.00311126	-0.310727	0.0543453	0.0137298	-0.315574	0.0543453	-0.0462702	-0.315574	0.0512584	-0.0952424	-0.125685	0.0543453	0.45216	-0.315574	-0.0938865	0	0	0	0	0	0.0745256	0.0378736	0.0894682	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.76932	0	0	0	0	0	0	0	0	0	0	0	0	-3.76136	0.0306751	-0.0035168	0.0785349	-0.00311126	-0.310727	0.0543453	0.0137298	-0.315574	0.0543453	-0.0462702	-0.315574	0.0512584	-0.0952424	-0.125685	0.0543453	0.45216	-0.315574	-0.0938865	0	0	0	0	0	0.0745256	0.0378736	0.0894682	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.77931	0	0	0	0	0	0	0	0	0	0	0	0	-3.76136	0.0306751	-0.0035168	0.0785349	-0.00311126	-0.310727	0.0543453	0.0137298	-0.315574	0.0543453	-0.0462702	-0.315574	0.0512584	-0.0952424	-0.125685	0.0543453	0.45216	-0.315574	-0.0938865	0	0	0	0	0	0.0747001	0.0380482	0.0894682	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.78256	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	0.0174815	-0.0127249	-0.00342931	-0.0992071	-0.413518	-0.0265885	-0.0862702	-0.415574	-0.0256547	-0.12627	-0.395574	0.0112584	-0.135242	-0.165685	-0.0265885	-1.10889	-0.430124	-0.104669	0	0	0	0	0	0.0747001	0.0380482	0.0936597	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.78926	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	0.0174815	-0.0127249	-0.00342931	-0.0992071	-0.413518	-0.0265885	-0.0862702	-0.415574	-0.0256547	-0.12627	-0.395574	0.0112584	-0.135242	-0.165685	-0.0265885	-1.10889	-0.430124	-0.104669	0	0	0	0	0	0.0748746	0.0380482	0.0936597	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.79931	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	0.0174815	-0.0127249	-0.00342931	-0.0992071	-0.413518	-0.0265885	-0.0862702	-0.415574	-0.0256547	-0.12627	-0.395574	0.0112584	-0.135242	-0.165685	-0.0265885	-1.10889	-0.430124	-0.104669	0	0	0	0	0	0.0748746	0.0382227	0.0936597	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.80928	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	0.0174815	-0.0127249	-0.00342931	-0.0992071	-0.413518	-0.0265885	-0.0862702	-0.415574	-0.0256547	-0.12627	-0.395574	0.0112584	-0.135242	-0.165685	-0.0265885	-1.10889	-0.430124	-0.104669	0	0	0	0	0	0.0748746	0.0382227	0.0936597	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.80964	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	-0.0115114	-0.0903908	-0.0200525	-0.195011	-0.310739	-0.0265885	-0.18627	-0.315574	-0.0265885	-0.20627	-0.315574	-0.0265885	-0.175242	-0.205685	-0.0265885	-0.478077	-0.315574	-0.0108534	0	0	0	0	0	0.0748746	0.0382227	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.81924	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	-0.0115114	-0.0903908	-0.0200525	-0.195011	-0.310739	-0.0265885	-0.18627	-0.315574	-0.0265885	-0.20627	-0.315574	-0.0265885	-0.175242	-0.205685	-0.0265885	-0.478077	-0.315574	-0.0108534	0	0	0	0	0	0.0750492	0.0383972	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.82938	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	-0.0115114	-0.0903908	-0.0200525	-0.195011	-0.310739	-0.0265885	-0.18627	-0.315574	-0.0265885	-0.20627	-0.315574	-0.0265885	-0.175242	-0.205685	-0.0265885	-0.478077	-0.315574	-0.0108534	0	0	0	0	0	0.0750492	0.0383972	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.83927	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	-0.0115114	-0.0903908	-0.0200525	-0.195011	-0.310739	-0.0265885	-0.18627	-0.315574	-0.0265885	-0.20627	-0.315574	-0.0265885	-0.175242	-0.205685	-0.0265885	-0.478077	-0.315574	-0.0108534	0	0	0	0	0	0.0752237	0.0383972	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.84926	0	0	0	0	0	0	0	0	0	0	0	0	-3.76237	-0.0115114	-0.0903908	-0.0200525	-0.195011	-0.310739	-0.0265885	-0.18627	-0.315574	-0.0265885	-0.20627	-0.315574	-0.0265885	-0.175242	-0.205685	-0.0265885	-0.478077	-0.315574	-0.0108534	0	0	0	0	0	0.0752237	0.0383972	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.8497	0	0	0	0	0	0	0	0	0	0	0	0	-3.76438	-0.0115114	-0.0903908	-0.0835067	-0.286667	-0.216392	-0.0740684	-0.28627	-0.220319	-0.0740684	-0.28627	-0.235574	-0.0665885	-0.215242	-0.220319	-0.0740684	-0.478077	-0.220319	-0.0215197	0	0	0	0	0	0.0752237	0.0383972	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.85928	0	0	0	0	0	0	0	0	0	0	0	0	-3.76438	-0.0115114	-0.0903908	-0.0835067	-0.286667	-0.216392	-0.0740684	-0.28627	-0.220319	-0.0740684	-0.28627	-0.235574	-0.0665885	-0.215242	-0.220319	-0.0740684	-0.478077	-0.220319	-0.0215197	0	0	0	0	0	0.0752237	0.0383972	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.86928	0	0	0	0	0	0	0	0	0	0	0	0	-3.76438	-0.0115114	-0.0903908	-0.0835067	-0.286667	-0.216392	-0.0740684	-0.28627	-0.220319	-0.0740684	-0.28627	-0.235574	-0.0665885	-0.215242	-0.220319	-0.0740684	-0.478077	-0.220319	-0.0215197	0	0	0	0	0	0.0752237	0.0382227	0.0930537	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.87275	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	-0.00244932	-0.0447731	-0.0849521	-0.183445	-0.12014	-0.0782905	-0.18627	-0.120319	-0.0782905	-0.20627	-0.155574	-0.0782905	-0.175242	-0.180319	-0.0782905	0.549623	0.304705	-0.121143	0	0	0	0	0	0.0752237	0.0382227	0.0874558	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.87927	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	-0.00244932	-0.0447731	-0.0849521	-0.183445	-0.12014	-0.0782905	-0.18627	-0.120319	-0.0782905	-0.20627	-0.155574	-0.0782905	-0.175242	-0.180319	-0.0782905	0.549623	0.304705	-0.121143	0	0	0	0	0	0.0750492	0.0382227	0.0874558	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.88926	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	-0.00244932	-0.0447731	-0.0849521	-0.183445	-0.12014	-0.0782905	-0.18627	-0.120319	-0.0782905	-0.20627	-0.155574	-0.0782905	-0.175242	-0.180319	-0.0782905	0.549623	0.304705	-0.121143	0	0	0	0	0	0.0750492	0.0380482	0.0874558	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.89937	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	-0.00244932	-0.0447731	-0.0849521	-0.183445	-0.12014	-0.0782905	-0.18627	-0.120319	-0.0782905	-0.20627	-0.155574	-0.0782905	-0.175242	-0.180319	-0.0782905	0.549623	0.304705	-0.121143	0	0	0	0	0	0.0750492	0.0380482	0.0874558	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.90924	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	-0.00244932	-0.0447731	-0.0849521	-0.183445	-0.12014	-0.0782905	-0.18627	-0.120319	-0.0782905	-0.20627	-0.155574	-0.0782905	-0.175242	-0.180319	-0.0782905	0.549623	0.304705	-0.121143	0	0	0	0	0	0.0750492	0.0380482	0.0874558	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.91923	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	-0.00244932	-0.0447731	-0.0849521	-0.183445	-0.12014	-0.0782905	-0.18627	-0.120319	-0.0782905	-0.20627	-0.155574	-0.0782905	-0.175242	-0.180319	-0.0782905	0.549623	0.304705	-0.121143	0	0	0	0	0	0.0750492	0.0380482	0.0874558	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.92033	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	0.0650618	-0.0447731	-0.0815428	-0.0823923	-0.0233899	-0.0782905	-0.0862702	-0.0203185	-0.0782905	-0.12627	-0.0755736	-0.0782905	-0.135242	-0.140319	-0.0782905	0.549623	0.304705	-0.11183	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.92922	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	0.0650618	-0.0447731	-0.0815428	-0.0823923	-0.0233899	-0.0782905	-0.0862702	-0.0203185	-0.0782905	-0.12627	-0.0755736	-0.0782905	-0.135242	-0.140319	-0.0782905	0.549623	0.304705	-0.11183	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.93923	0	0	0	0	0	0	0	0	0	0	0	0	-3.76751	0.0650618	-0.0447731	-0.0815428	-0.0823923	-0.0233899	-0.0782905	-0.0862702	-0.0203185	-0.0782905	-0.12627	-0.0755736	-0.0782905	-0.135242	-0.140319	-0.0782905	0.549623	0.304705	-0.11183	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.94596	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0650618	-0.0473919	-0.131823	-0.153437	-0.124824	-0.132437	-0.156476	-0.120319	-0.132437	-0.156476	-0.155574	-0.118291	-0.156476	-0.180319	-0.132437	-0.156476	-0.202551	0.226159	0	0	0	0	0	0.0750492	0.0380482	0.0577089	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.94927	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0650618	-0.0473919	-0.131823	-0.153437	-0.124824	-0.132437	-0.156476	-0.120319	-0.132437	-0.156476	-0.155574	-0.118291	-0.156476	-0.180319	-0.132437	-0.156476	-0.202551	0.226159	0	0	0	0	0	0.0750492	0.0380482	0.0577089	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.95924	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0650618	-0.0473919	-0.131823	-0.153437	-0.124824	-0.132437	-0.156476	-0.120319	-0.132437	-0.156476	-0.155574	-0.118291	-0.156476	-0.180319	-0.132437	-0.156476	-0.202551	0.226159	0	0	0	0	0	0.0750492	0.0380482	0.0577089	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.96926	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0650618	-0.0473919	-0.131823	-0.153437	-0.124824	-0.132437	-0.156476	-0.120319	-0.132437	-0.156476	-0.155574	-0.118291	-0.156476	-0.180319	-0.132437	-0.156476	-0.202551	0.226159	0	0	0	0	0	0.0750492	0.0380482	0.0577089	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.97923	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0650618	-0.0473919	-0.131823	-0.153437	-0.124824	-0.132437	-0.156476	-0.120319	-0.132437	-0.156476	-0.155574	-0.118291	-0.156476	-0.180319	-0.132437	-0.156476	-0.202551	0.226159	0	0	0	0	0	0.0750492	0.0380482	0.0577089	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.98417	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0610508	-0.0473919	-0.0323679	-0.261718	-0.195743	-0.0324369	-0.256476	-0.202551	-0.0524369	-0.236476	-0.202551	-0.0782905	-0.196476	-0.202551	-0.00248977	-1.20063	-0.202551	0.211162	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.98919	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0610508	-0.0473919	-0.0323679	-0.261718	-0.195743	-0.0324369	-0.256476	-0.202551	-0.0524369	-0.236476	-0.202551	-0.0782905	-0.196476	-0.202551	-0.00248977	-1.20063	-0.202551	0.211162	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.99931	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0610508	-0.0473919	-0.0323679	-0.261718	-0.195743	-0.0324369	-0.256476	-0.202551	-0.0524369	-0.236476	-0.202551	-0.0782905	-0.196476	-0.202551	-0.00248977	-1.20063	-0.202551	0.211162	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.00921	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0610508	-0.0473919	-0.0323679	-0.261718	-0.195743	-0.0324369	-0.256476	-0.202551	-0.0524369	-0.236476	-0.202551	-0.0782905	-0.196476	-0.202551	-0.00248977	-1.20063	-0.202551	0.211162	0	0	0	0	0	0.0750492	0.0380482	0.0597296	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.01126	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0397232	-0.041334	-0.00395409	-0.15987	-0.0971272	-0.00248977	-0.156476	-0.102551	-0.00248977	-0.156476	-0.122551	-0.0382905	-0.156476	-0.162551	-0.00248977	-0.156476	0.455558	0	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.0193	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0397232	-0.041334	-0.00395409	-0.15987	-0.0971272	-0.00248977	-0.156476	-0.102551	-0.00248977	-0.156476	-0.122551	-0.0382905	-0.156476	-0.162551	-0.00248977	-0.156476	0.455558	0	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.02924	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0397232	-0.041334	-0.00395409	-0.15987	-0.0971272	-0.00248977	-0.156476	-0.102551	-0.00248977	-0.156476	-0.122551	-0.0382905	-0.156476	-0.162551	-0.00248977	-0.156476	0.455558	0	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.03929	0	0	0	0	0	0	0	0	0	0	0	0	-3.76118	0.0397232	-0.041334	-0.00395409	-0.15987	-0.0971272	-0.00248977	-0.156476	-0.102551	-0.00248977	-0.156476	-0.122551	-0.0382905	-0.156476	-0.162551	-0.00248977	-0.156476	0.455558	0	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.04447	0	0	0	0	0	0	0	0	0	0	0	0	-3.76127	0.0397232	0.0104642	-0.00559498	-0.0563053	-0.000838154	-0.00248977	-0.0564764	-0.00255145	-0.00248977	-0.0764764	-0.0425515	-0.00248977	-0.116476	-0.122551	-0.00248977	0.406311	0.455558	-0.00157792	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.04925	0	0	0	0	0	0	0	0	0	0	0	0	-3.76127	0.0397232	0.0104642	-0.00559498	-0.0563053	-0.000838154	-0.00248977	-0.0564764	-0.00255145	-0.00248977	-0.0764764	-0.0425515	-0.00248977	-0.116476	-0.122551	-0.00248977	0.406311	0.455558	-0.00157792	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.05928	0	0	0	0	0	0	0	0	0	0	0	0	-3.76127	0.0397232	0.0104642	-0.00559498	-0.0563053	-0.000838154	-0.00248977	-0.0564764	-0.00255145	-0.00248977	-0.0764764	-0.0425515	-0.00248977	-0.116476	-0.122551	-0.00248977	0.406311	0.455558	-0.00157792	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.06934	0	0	0	0	0	0	0	0	0	0	0	0	-3.76127	0.0397232	0.0104642	-0.00559498	-0.0563053	-0.000838154	-0.00248977	-0.0564764	-0.00255145	-0.00248977	-0.0764764	-0.0425515	-0.00248977	-0.116476	-0.122551	-0.00248977	0.406311	0.455558	-0.00157792	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.07926	0	0	0	0	0	0	0	0	0	0	0	0	-3.76127	0.0397232	0.0104642	-0.00559498	-0.0563053	-0.000838154	-0.00248977	-0.0564764	-0.00255145	-0.00248977	-0.0764764	-0.0425515	-0.00248977	-0.116476	-0.122551	-0.00248977	0.406311	0.455558	-0.00157792	0	0	0	0	0	0.0750492	0.0380482	0.058769	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.08614	0	0	0	0	0	0	0	0	0	0	0	0	-3.76273	0.053211	0.0254225	-0.0122001	0.0475099	0.0950679	-0.00730813	0.0435236	0.0974485	-0.00730813	0.00352359	0.0374485	-0.00730813	-0.0764764	-0.0825515	-0.00730813	0.406311	0.610567	-0.017417	0	0	0	0	0	0.0750492	0.0380482	0.0549348	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.08925	0	0	0	0	0	0	0	0	0	0	0	0	-3.76273	0.053211	0.0254225	-0.0122001	0.0475099	0.0950679	-0.00730813	0.0435236	0.0974485	-0.00730813	0.00352359	0.0374485	-0.00730813	-0.0764764	-0.0825515	-0.00730813	0.406311	0.610567	-0.017417	0	0	0	0	0	0.0750492	0.0380482	0.0549348	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.09932	0	0	0	0	0	0	0	0	0	0	0	0	-3.76273	0.053211	0.0254225	-0.0122001	0.0475099	0.0950679	-0.00730813	0.0435236	0.0974485	-0.00730813	0.00352359	0.0374485	-0.00730813	-0.0764764	-0.0825515	-0.00730813	0.406311	0.610567	-0.017417	0	0	0	0	0	0.0750492	0.0380482	0.0549348	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.10929	0	0	0	0	0	0	0	0	0	0	0	0	-3.76273	0.053211	0.0254225	-0.0122001	0.0475099	0.0950679	-0.00730813	0.0435236	0.0974485	-0.00730813	0.00352359	0.0374485	-0.00730813	-0.0764764	-0.0825515	-0.00730813	0.406311	0.610567	-0.017417	0	0	0	0	0	0.0750492	0.0380482	0.0549348	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.111	0	0	0	0	0	0	0	0	0	0	0	0	-3.76303	0.0588466	0.0192233	-0.0954345	0.140022	-0.0150716	-0.10318	0.135235	-0.00255145	-0.0873081	0.0835236	-0.0425515	-0.0473081	-0.0364764	-0.122551	-0.10318	0.135235	-0.450605	-0.0213876	0	0	0	0	0	0.0750492	0.0380482	0.0528215	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.11929	0	0	0	0	0	0	0	0	0	0	0	0	-3.76303	0.0588466	0.0192233	-0.0954345	0.140022	-0.0150716	-0.10318	0.135235	-0.00255145	-0.0873081	0.0835236	-0.0425515	-0.0473081	-0.0364764	-0.122551	-0.10318	0.135235	-0.450605	-0.0213876	0	0	0	0	0	0.0750492	0.0380482	0.0528215	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.12941	0	0	0	0	0	0	0	0	0	0	0	0	-3.76303	0.0588466	0.0192233	-0.0954345	0.140022	-0.0150716	-0.10318	0.135235	-0.00255145	-0.0873081	0.0835236	-0.0425515	-0.0473081	-0.0364764	-0.122551	-0.10318	0.135235	-0.450605	-0.0213876	0	0	0	0	0	0.0750492	0.0380482	0.0528215	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.13928	0	0	0	0	0	0	0	0	0	0	0	0	-3.76303	0.0588466	0.0192233	-0.0954345	0.140022	-0.0150716	-0.10318	0.135235	-0.00255145	-0.0873081	0.0835236	-0.0425515	-0.0473081	-0.0364764	-0.122551	-0.10318	0.135235	-0.450605	-0.0213876	0	0	0	0	0	0.0750492	0.0380482	0.0528215	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.14925	0	0	0	0	0	0	0	0	0	0	0	0	-3.76303	0.0588466	0.0192233	-0.0954345	0.140022	-0.0150716	-0.10318	0.135235	-0.00255145	-0.0873081	0.0835236	-0.0425515	-0.0473081	-0.0364764	-0.122551	-0.10318	0.135235	-0.450605	-0.0213876	0	0	0	0	0	0.0750492	0.0380482	0.0528215	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.15163	0	0	0	0	0	0	0	0	0	0	0	0	-3.76863	0.0588466	0.0223725	-0.00901778	0.0818781	0.0739958	-0.00730813	0.0787311	0.077516	-0.00730813	0.0787311	0.0374485	-0.00730813	0.00352359	-0.0825515	-0.00730813	0.0787311	0.077516	-0.0659166	0	0	0	0	0	0.0750492	0.0380482	0.05189	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
2.15925	0	0	0	0	0	0	0	0	0	0	0	0	-3.76863	0.0588466	0.0223725	-0.00901778	0.0818781	0.0739958	-0.00730813	0.0787311	0.077516	-0.00730813	0.0787311	0.0374485	-0.00730813	0.00352359	-0.0825515	-0.00730813	0.0787311	0.077516	-0.0659166	0	0	0	0	0	0.0750492	0.0380482	0.05189	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
