time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
1.31829	0	0	0	0	0	0	0	0	0	0	0	0	-3.729	0.549793	0.0804491	0.344164	-0.227909	-0.052958	0.317394	-0.263917	-0.052958	0.317394	-0.283917	-0.0223841	0.307747	-0.28	0.0669283	0.317394	-0.458729	0.415729	0	0	0	0	0	-0.108752	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.34993	0	0	0	0	0	0	0	0	0	0	0	0	-3.71959	0.523352	0.0712323	0.255609	-0.338172	-0.152958	0.217394	-0.363917	-0.152958	0.237394	-0.363917	-0.102384	0.267747	-0.32	0.0269283	0.032558	-0.458729	-0.291284	0	0	0	0	0	-0.108752	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.38281	0	0	0	0	0	0	0	0	0	0	0	0	-3.71959	0.523352	0.0712323	0.145453	-0.249554	-0.130459	0.117394	-0.263917	-0.130459	0.157394	-0.283917	-0.130459	0.227747	-0.28	-0.0130717	0.032558	0.100274	-0.130459	0	0	0	0	0	-0.109183	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.41778	0	0	0	0	0	0	0	0	0	0	0	0	-3.71856	0.535904	0.0684272	0.0516656	-0.158932	-0.130459	0.032558	-0.163917	-0.130459	0.0773942	-0.203917	-0.130459	0.187747	-0.24	-0.0530717	0.032558	0.100274	-0.130459	0	0	0	0	0	-0.11823	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.44917	0	0	0	0	0	0	0	0	0	0	0	0	-3.71372	0.54995	0.0684272	0.139244	-0.0476234	-0.0304595	0.132558	-0.0639171	-0.0304595	0.157394	-0.123917	-0.0504595	0.182919	-0.2	-0.0130717	0.182919	0.479149	0.0425295	0	0	0	0	0	-0.11975	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.48096	0	0	0	0	0	0	0	0	0	0	0	0	-3.70796	0.543355	0.0917406	0.202053	-0.139652	0.0695405	0.182919	-0.163917	0.0695405	0.182919	-0.203917	0.0295405	0.182919	-0.239691	0.0269283	0.182919	-0.239691	0.0720771	0	0	0	0	0	-0.125894	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.52063	0	0	0	0	0	0	0	0	0	0	0	0	-3.70703	0.543355	0.0940341	0.100583	-0.133225	0.169541	0.0829188	-0.14488	0.169541	0.102919	-0.14488	0.109541	0.142919	-0.199691	0.0669283	0.0293057	-0.14488	0.172511	0	0	0	0	0	-0.126859	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.54578	0	0	0	0	0	0	0	0	0	0	0	0	-3.70635	0.543355	0.100815	0.0474954	-0.139976	0.0720771	0.0293057	-0.14488	0.0720771	0.0293057	-0.14488	0.0720771	0.102919	-0.159691	0.0720771	0.0293057	-0.14488	0.0720771	0	0	0	0	0	-0.127538	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.58293	0	0	0	0	0	0	0	0	0	0	0	0	-3.70498	0.546441	0.100879	0.061577	-0.0506717	0.172077	0.0543806	-0.0583274	0.172077	0.0543806	-0.0648798	0.152077	0.0629188	-0.119691	0.112077	0.0543806	-0.0583274	0.172511	0	0	0	0	0	-0.131852	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.61234	0	0	0	0	0	0	0	0	0	0	0	0	-3.7028	0.548608	0.113773	0.052687	0.0490735	0.0720771	0.0587156	0.0416726	0.0720771	0.0587156	0.0151202	0.0720771	0.0587156	-0.0796907	0.0720771	0.0587156	0.244643	-0.00257408	0	0	0	0	0	-0.132673	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.63791	0	0	0	0	0	0	0	0	0	0	0	0	-3.7028	0.548608	0.113773	0.052687	0.0490735	0.0720771	0.0587156	0.0416726	0.0720771	0.0587156	0.0151202	0.0720771	0.0587156	-0.0796907	0.0720771	0.0587156	0.244643	-0.00257408	0	0	0	0	0	-0.132673	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.6478	0	0	0	0	0	0	0	0	0	0	0	0	-3.7028	0.548608	0.113773	0.052687	0.0490735	0.0720771	0.0587156	0.0416726	0.0720771	0.0587156	0.0151202	0.0720771	0.0587156	-0.0796907	0.0720771	0.0587156	0.244643	-0.00257408	0	0	0	0	0	-0.132673	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.65369	0	0	0	0	0	0	0	0	0	0	0	0	-3.69371	0.546441	0.113773	0.0661401	-0.0497503	-0.0279229	0.0587156	-0.0583274	-0.0279229	0.0587156	-0.0583274	-0.00792293	0.0587156	-0.0583274	0.0320771	0.0587156	-0.0583274	-0.390652	0	0	0	0	0	-0.137177	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.65779	0	0	0	0	0	0	0	0	0	0	0	0	-3.69371	0.546441	0.113773	0.0661401	-0.0497503	-0.0279229	0.0587156	-0.0583274	-0.0279229	0.0587156	-0.0583274	-0.00792293	0.0587156	-0.0583274	0.0320771	0.0587156	-0.0583274	-0.390652	0	0	0	0.0164061	-0.0256563	-0.137177	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.66776	0	0	0	0	0	0	0	0	0	0	0	0	-3.69371	0.546441	0.113773	0.0661401	-0.0497503	-0.0279229	0.0587156	-0.0583274	-0.0279229	0.0587156	-0.0583274	-0.00792293	0.0587156	-0.0583274	0.0320771	0.0587156	-0.0583274	-0.390652	0	0	0	0.0165806	-0.0249582	-0.137177	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.67777	0	0	0	0	0	0	0	0	0	0	0	0	-3.69371	0.546441	0.113773	0.0661401	-0.0497503	-0.0279229	0.0587156	-0.0583274	-0.0279229	0.0587156	-0.0583274	-0.00792293	0.0587156	-0.0583274	0.0320771	0.0587156	-0.0583274	-0.390652	0	0	0	0.0165806	-0.0242601	-0.137177	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.68183	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.553636	0.0909846	0.150287	0.0657827	-0.123889	0.155439	0.0416726	-0.127923	0.138716	0.0216726	-0.0879229	0.0987156	-0.0183274	-0.00792293	0.155439	0.244643	-0.390652	0	0	0	0.0165806	-0.0242601	-0.138669	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.68775	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.553636	0.0909846	0.150287	0.0657827	-0.123889	0.155439	0.0416726	-0.127923	0.138716	0.0216726	-0.0879229	0.0987156	-0.0183274	-0.00792293	0.155439	0.244643	-0.390652	0	0	0	0.0167552	-0.0237365	-0.138669	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.69787	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.553636	0.0909846	0.150287	0.0657827	-0.123889	0.155439	0.0416726	-0.127923	0.138716	0.0216726	-0.0879229	0.0987156	-0.0183274	-0.00792293	0.155439	0.244643	-0.390652	0	0	0	0.0167552	-0.0228638	-0.138669	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.70781	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.553636	0.0909846	0.150287	0.0657827	-0.123889	0.155439	0.0416726	-0.127923	0.138716	0.0216726	-0.0879229	0.0987156	-0.0183274	-0.00792293	0.155439	0.244643	-0.390652	0	0	0	0.0167552	-0.0221657	-0.138669	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.71778	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.553636	0.0909846	0.150287	0.0657827	-0.123889	0.155439	0.0416726	-0.127923	0.138716	0.0216726	-0.0879229	0.0987156	-0.0183274	-0.00792293	0.155439	0.244643	-0.390652	0	0	0	0.0169297	-0.0214675	-0.138669	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.71851	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.537203	0.0759382	0.0669552	-0.0450516	-0.227842	0.0554388	-0.0583274	-0.227923	0.0587156	-0.0583274	-0.167923	0.0587156	-0.0583274	-0.0479229	0.0309582	-0.478829	-0.410072	0	0	0	0.0169297	-0.0214675	-0.141405	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.72778	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.537203	0.0759382	0.0669552	-0.0450516	-0.227842	0.0554388	-0.0583274	-0.227923	0.0587156	-0.0583274	-0.167923	0.0587156	-0.0583274	-0.0479229	0.0309582	-0.478829	-0.410072	0	0	0	0.0169297	-0.0211185	-0.141405	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.73779	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.537203	0.0759382	0.0669552	-0.0450516	-0.227842	0.0554388	-0.0583274	-0.227923	0.0587156	-0.0583274	-0.167923	0.0587156	-0.0583274	-0.0479229	0.0309582	-0.478829	-0.410072	0	0	0	0.0169297	-0.0204204	-0.141405	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.74781	0	0	0	0	0	0	0	0	0	0	0	0	-3.69243	0.537203	0.0759382	0.0669552	-0.0450516	-0.227842	0.0554388	-0.0583274	-0.227923	0.0587156	-0.0583274	-0.167923	0.0587156	-0.0583274	-0.0479229	0.0309582	-0.478829	-0.410072	0	0	0	0.0169297	-0.0193732	-0.141405	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.74975	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.537203	0.0909846	0.127699	-0.139513	-0.128506	0.104177	-0.158327	-0.127923	0.104177	-0.138327	-0.0879229	0.0987156	-0.0983274	-0.00792293	0.104177	-0.419322	0.648462	0	0	0	0.0169297	-0.0193732	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.75778	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.537203	0.0909846	0.127699	-0.139513	-0.128506	0.104177	-0.158327	-0.127923	0.104177	-0.138327	-0.0879229	0.0987156	-0.0983274	-0.00792293	0.104177	-0.419322	0.648462	0	0	0	0.0169297	-0.018326	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.7678	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.537203	0.0909846	0.127699	-0.139513	-0.128506	0.104177	-0.158327	-0.127923	0.104177	-0.138327	-0.0879229	0.0987156	-0.0983274	-0.00792293	0.104177	-0.419322	0.648462	0	0	0	0.0167552	-0.0178024	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.77782	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.537203	0.0909846	0.127699	-0.139513	-0.128506	0.104177	-0.158327	-0.127923	0.104177	-0.138327	-0.0879229	0.0987156	-0.0983274	-0.00792293	0.104177	-0.419322	0.648462	0	0	0	0.0167552	-0.0165806	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.78149	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.524109	0.0759382	0.0783102	-0.246506	-0.230761	0.038299	-0.258327	-0.227923	0.038299	-0.218327	-0.167923	0.0587156	-0.138327	-0.0479229	0.038299	-0.419322	-0.410072	0	0	0	0.0167552	-0.0165806	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.78778	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.524109	0.0759382	0.0783102	-0.246506	-0.230761	0.038299	-0.258327	-0.227923	0.038299	-0.218327	-0.167923	0.0587156	-0.138327	-0.0479229	0.038299	-0.419322	-0.410072	0	0	0	0.0165806	-0.0153589	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.7979	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.524109	0.0759382	0.0783102	-0.246506	-0.230761	0.038299	-0.258327	-0.227923	0.038299	-0.218327	-0.167923	0.0587156	-0.138327	-0.0479229	0.038299	-0.419322	-0.410072	0	0	0	0.0164061	-0.0139626	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.80779	0	0	0	0	0	0	0	0	0	0	0	0	-3.69011	0.524109	0.0759382	0.0783102	-0.246506	-0.230761	0.038299	-0.258327	-0.227923	0.038299	-0.218327	-0.167923	0.0587156	-0.138327	-0.0479229	0.038299	-0.419322	-0.410072	0	0	0	0.0162316	-0.0132645	-0.142116	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
