time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	xo	yo	zo	thr_vel
7.4612	0.481683	-0.701368	8	81	1950	56	0.155506	0.0757538	-0.0960613	0.0123613	0.00714058	-0.00711673	-2.39054	-0.0500834	0.701368	-0.00284723	0.0154331	0.00451783	-0.00255774	0.0154676	0.00457258	-0.00255774	0.0154676	0.00457258	-2.3904	-0.0506895	0.701638	-0.00363964	0.0151434	-0.00674689	0.349041	0.167409	1.80458	0.152659	0.0911869	-0.0915434	-0.00987051	0.161287	0.064741	0.0245901	-0.0953572	-0	0.329878	-0.00763175	3.56332	-2.3904	-0.0506895	0.701638	-0.00363964	0.0151434	-0.00674689	0.0244346	-0.00122173	-0.011557	0.0209476	0.0324988	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.306905	0.172504	0.30265	0.07
7.47115	0.481683	-0.701368	8	81	2000	56	0.155506	0.0757538	-0.0960613	0.0139098	0.00789494	-0.00807331	-2.39054	-0.0500834	0.701368	-0.00284723	0.0154331	0.00451783	-0.00255774	0.0154676	0.00457258	-0.00255774	0.0154676	0.00457258	-2.3904	-0.0506895	0.701638	-0.00363964	0.0151434	-0.00674689	0.349041	0.167409	1.80458	0.152659	0.0911869	-0.0915434	-0.00987051	0.161287	0.064741	0.0245901	-0.0953572	-0	0.329879	-0.00763176	3.56332	-2.3904	-0.0506895	0.701638	-0.00363964	0.0151434	-0.00674689	0.0244346	-0.00122173	-0.011557	0.0209476	0.0324988	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.306905	0.172504	0.30265	0.07
7.47662	0.478705	-0.703354	10	79	2050	56	0.153828	0.0739752	-0.145631	0.0147514	0.00829966	-0.00887006	-2.39064	-0.0491063	0.703354	-0.00109214	0.0168108	0.053817	0.000421397	0.0168727	0.0538071	0.000421397	0.0168727	0.0538071	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.382206	0.180929	1.29264	0.152736	0.0907859	-0.0918137	-0.0097937	0.161296	0.0643442	0.0245505	-0.0956288	-0	0.32988	-0.00763179	3.5633	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.0244346	-0.00122173	-0.0117834	0.0205382	0.032316	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.306905	0.172504	0.30265	0.07
7.4813	0.478705	-0.703354	10	79	2100	56	0.153828	0.0739752	-0.145631	0.0154703	0.00864534	-0.00955059	-2.39064	-0.0491063	0.703354	-0.00109214	0.0168108	0.053817	0.000421397	0.0168727	0.0538071	0.000421397	0.0168727	0.0538071	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.382206	0.180929	1.29264	0.152736	0.0907859	-0.0918137	-0.0097937	0.161296	0.0643442	0.0245505	-0.0956288	-0	0.333022	-0.00770447	3.5038	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.0244346	-0.00122173	-0.0117834	0.0205382	0.032316	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.49124	0.478705	-0.703354	10	80	2150	56	0.153844	0.0739912	-0.145588	0.0170002	0.00938119	-0.0109985	-2.39064	-0.0491063	0.703354	-0.00109214	0.0168108	0.053817	0.000421397	0.0168727	0.0538071	0.000421397	0.0168727	0.0538071	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.382206	0.180929	1.29264	0.152752	0.0908019	-0.0917712	-0.0097937	0.161296	0.0643442	0.0245505	-0.0956288	-0	0.331923	-0.00880513	3.50379	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.0246091	-0.00139626	-0.0117834	0.0205382	0.032316	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.50114	0.478705	-0.703354	10	80	2200	56	0.153844	0.0739912	-0.145588	0.0185227	0.0101134	-0.0124392	-2.39064	-0.0491063	0.703354	-0.00109214	0.0168108	0.053817	0.000421397	0.0168727	0.0538071	0.000421397	0.0168727	0.0538071	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.382206	0.180929	1.29264	0.152752	0.0908019	-0.0917712	-0.0097937	0.161296	0.0643442	0.0245505	-0.0956288	-0	0.331923	-0.00880511	3.5038	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.0246091	-0.00139626	-0.0117834	0.0205382	0.032316	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.51114	0.478705	-0.703354	10	80	2250	56	0.153844	0.0740072	-0.145572	0.0200619	0.0108538	-0.0138957	-2.39064	-0.0491063	0.703354	-0.00109214	0.0168108	0.053817	0.000421397	0.0168727	0.0538071	0.000421397	0.0168727	0.0538071	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.382206	0.180929	1.29264	0.152752	0.0908179	-0.0917554	-0.0097937	0.161296	0.0643442	0.0245505	-0.0956288	-0	0.331924	-0.0099058	3.50377	-2.3904	-0.050171	0.70197	-0.00363964	0.0151434	0.0177712	0.0246091	-0.0015708	-0.0117834	0.0205382	0.032316	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.51359	0.479865	-0.704634	17	86	2300	55	0.147754	0.0800696	-0.179309	0.020423	0.0110495	-0.0143339	-2.39045	-0.0494632	0.704634	0.0048765	0.0108383	0.0874407	0.00715506	0.010892	0.0872771	0.00715506	0.010892	0.0872771	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.410872	0.220972	0.65272	0.15263	0.0909078	-0.0918678	-0.00980875	0.161188	0.0644571	0.0245288	-0.0957384	-0	0.331925	-0.00990583	3.50375	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.0246091	-0.0015708	-0.0117834	0.0206891	0.0324668	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.52111	0.479865	-0.704634	17	86	2350	55	0.147754	0.0800696	-0.179309	0.021535	0.0116521	-0.0156834	-2.39045	-0.0494632	0.704634	0.0048765	0.0108383	0.0874407	0.00715506	0.010892	0.0872771	0.00715506	0.010892	0.0872771	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.410872	0.220972	0.65272	0.15263	0.0909078	-0.0918678	-0.00980875	0.161188	0.0644571	0.0245288	-0.0957384	-0	0.334056	-0.00996943	3.46326	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.0246091	-0.0015708	-0.0117834	0.0206891	0.0324668	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.5312	0.479865	-0.704634	17	86	2400	55	0.147754	0.0800696	-0.179309	0.0230251	0.0124596	-0.0174917	-2.39045	-0.0494632	0.704634	0.0048765	0.0108383	0.0874407	0.00715506	0.010892	0.0872771	0.00715506	0.010892	0.0872771	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.410872	0.220972	0.65272	0.15263	0.0909078	-0.0918678	-0.00980875	0.161188	0.0644571	0.0245288	-0.0957384	-0	0.334058	-0.00996948	3.46323	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.0246091	-0.0015708	-0.0117834	0.0206891	0.0324668	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.54116	0.479865	-0.704634	17	86	2450	55	0.14777	0.0800856	-0.179266	0.0244976	0.0132577	-0.0192781	-2.39045	-0.0494632	0.704634	0.0048765	0.0108383	0.0874407	0.00715506	0.010892	0.0872771	0.00715506	0.010892	0.0872771	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.410872	0.220972	0.65272	0.152647	0.0909238	-0.0918253	-0.00980875	0.161188	0.0644571	0.0245288	-0.0957384	-0	0.332954	-0.0110773	3.46319	-2.39032	-0.050171	0.702059	-0.00213483	0.00674835	0.0177712	0.0247837	-0.00174533	-0.0117834	0.0206891	0.0324668	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
7.54219	0.487965	-0.702381	27	104	2500	55	0.138364	0.0968816	-0.188594	0.0246392	0.0133568	-0.019471	-2.39027	-0.0521406	0.702381	0.0138728	-0.00487436	0.0971697	0.0162206	-0.00489457	0.0968045	0.0162206	-0.00489457	0.0968045	-2.39032	-0.0504341	0.702059	-0.00213483	-0.0132282	-0.0185903	0.418729	0.290427	0.140783	0.152237	0.0920073	-0.0914247	-0.0100126	0.160996	0.065467	0.024623	-0.0953297	-0	0.332954	-0.0110773	3.46319	-2.39032	-0.0504341	0.702059	-0.00213483	-0.0132282	-0.0185903	0.0247837	-0.00174533	-0.0116819	0.0218102	0.0334859	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.309521	0.158484	0.299156	0.07
